plot,plot_2,SPP,DBH,CnpExp,DieB,Cond,Epi.S,Notes
5 97,5_97,WO,56.2,1,1,L,Yes,
5 97,5_97,WP,71.1,1,1,L,NA,
5 97,5_97,WP,68.2,1,1,L,NA,
5 97,5_97,RM,37,3,1,L,NA,
5 97,5_97,WP,66.6,1,1,L,NA,
5 97,5_97,WA,49.4,1,1,L,NA,
5 97,5_97,RM,94.9,1,1,L,NA,
5 97,5_97,BB,26.9,1,1,L,NA,
5 97,5_97,BB,28.3,1,1,L,NA,
5 97,5_97,WA,36.3,1,1,L,NA,
5 97,5_97,WA,62.1,1,1,L,NA,
5 98,5_98,RM,16.1,1,1,L,NA,
5 98,5_98,RO,41,1,1,L,No,
5 98,5_98,RO,29.4,1,1,L,Yes,
5 98,5_98,RO,29.8,1,1,L,Yes,
5 98,5_98,BO,10.5,3,1,L,No,
5 98,5_98,RO,22.3,1,1,L,Yes,
6 01,6_01,RO,31.9,1,1,L,Yes,small amount of canopy dieback
6 01,6_01,RO,31.3,1,2,L,Yes,
6 01,6_01,RO,26.2,1,1,L,Yes,
6 01,6_01,RO,31.9,1,1,L,Yes,
6 01,6_01,BB,21.8,1,1,L,NA,
6 01,6_01,BB,23.9,2,1,L,NA,
6 01,6_01,RO,38.3,1,2,L,Yes,
6 01,6_01,BB,30,1,1,L,NA,
6 01,6_01,WP,41.1,1,1,L,NA,
6 01,6_01,WP,48.5,1,1,L,NA,
6 01,6_01,WP,49.2,1,1,L,NA,
6 01,6_01,RO,25.3,2,1,L,Yes,1-2 big dead branches
6 01,6_01,RO,47.7,1,2,L,Yes,
6 03,6_03,SM,54.6,1,1,L,NA,
6 03,6_03,SM,38.4,1,1,L,NA,Hollow hole at base; catface
6 03,6_03,RM,36.7,2,1,L,NA,
6 03,6_03,RO,55.2,1,1,L,Yes,
6 03,6_03,WA,36.5,1,3,L,NA,
6 03,6_03,SM,23.3,1,2,L,NA,
6 03,6_03,WA,54.7,1,1,L,NA,
6 03,6_03,SM,40.6,1,1,L,NA,
6 03,6_03,SM,24.9,2,1,L,NA,
6 03,6_03,RO,63.1,1,1,L,Yes,
6 04,6_04,BB,13.1,2,1,L,NA,
6 04,6_04,RM,37.2,1,1,L,NA,double stem
6 04,6_04,RM,24.5,2,1,L,NA,
6 04,6_04,WA,40.9,1,2,L,NA,double stem
6 04,6_04,WA,37.7,1,2,L,NA,
6 04,6_04,RM,41.8,2,1,L,NA,
6 04,6_04,RM,128.4,1,1,L,NA,5 stems above DBH
6 04,6_04,YB,39.5,2,1,L,NA,
6 04,6_04,WA,39.5,1,1,L,NA,
6 04,6_04,WA,53.9,1,1,L,NA,
6 04,6_04,RM,57.7,1,1,L,NA,
6 04,6_04,WA,49.9,1,4,L,NA,only one sprout remains
6 05,6_05,RO,58.7,1,1,L,No,double
6 05,6_05,RO,54.8,1,1,L,Yes,dieback
6 05,6_05,RO,68.3,1,1,L,Yes,
6 05,6_05,RO,59.2,1,1,L,Yes,
6 08,6_08,RO,23.7,1,4,L,NA,
6 08,6_08,BB,22.1,1,1,L,NA,
6 08,6_08,RO,43.7,1,1,L,No,
6 08,6_08,RO,43.5,1,1,L,Yes,
6 08,6_08,WO,58.9,1,2,L,Yes,
6 11,6_11,RM,23.5,2,1,L,NA,
6 11,6_11,RO,46.7,1,1,L,Yes,Same tree
6 11,6_11,RO,45.3,1,1,L,Yes,Same tree
6 11,6_11,BB,48.9,2,1,L,NA,
6 11,6_11,WP,37.2,1,1,L,NA,
6 11,6_11,Hk,12.7,1,1,L,NA,
6 12,6_12,WP,55.8,1,1,L,NA,
6 12,6_12,WP,53.3,1,1,L,NA,
6 12,6_12,WP,57.6,1,1,L,NA,
6 12,6_12,BB,36.9,1,1,L,NA,
6 12,6_12,SM,36.8,1,1,L,NA,
6 12,6_12,WP,69.1,1,1,L,NA,
6 13,6_13,WP,78.3,1,1,L,NA,
6 13,6_13,BB,11.1,1,1,L,NA,
6 13,6_13,BB,11,1,1,L,NA,
6 13,6_13,BB,12,1,1,L,NA,
6 13,6_13,BB,15.1,1,1,L,NA,
6 13,6_13,WP,58.3,1,1,L,NA,
6 13,6_13,RM,25.2,1,1,L,NA,
6 13,6_13,YB,29.8,2,1,L,NA,
6 13,6_13,BB,15.5,2,1,L,NA,
6 13,6_13,WP,54.9,1,3,L,NA,double stem
6 13,6_13,RM,40.9,1,1,L,NA,
6 13,6_13,RM,28.1,1,1,L,NA,double stem
6 13,6_13,RM,31.7,1,1,L,NA,double stem
6 13,6_13,BB,12.6,1,1,L,NA,
6 19,6_19,WP,44,1,1,L,NA,
6 19,6_19,WP,41.1,1,1,L,NA,
6 19,6_19,WP,11.6,1,1,L,NA,
6 19,6_19,WP,57.2,1,1,L,NA,
6 19,6_19,WP,60.4,1,1,L,NA,
6 19,6_19,WP,54.7,1,1,L,NA,
6 19,6_19,WP,53.3,1,1,L,NA,
6 19,6_19,WP,35.7,1,1,L,NA,
6 19,6_19,WP,36.1,1,1,L,NA,
6 19,6_19,WP,38.5,1,1,L,NA,
6 19,6_19,BB,16.5,2,1,L,NA,
6 19,6_19,WP,53.4,1,1,L,NA,
6 19,6_19,WP,59.3,1,1,L,NA,
6 19,6_19,WP,53.5,1,1,L,NA,
6 19,6_19,WP,54.1,1,1,L,NA,
6 19,6_19,WP,48.5,1,1,L,NA,
6 19,6_19,WP,52.5,1,1,L,NA,
6 19,6_19,WP,51.2,1,1,L,NA,
6 23,6_23,RO,64.3,1,3,L,Yes,
6 23,6_23,RO,2.9,2,2,L,Yes,
6 23,6_23,RM,13.5,1,1,L,NA,
6 24,6_24,RO,26,1,1,L,Yes,
6 24,6_24,RO,59.7,1,2,L,Yes,
6 24,6_24,WO,26.3,2,1,L,Yes,
6 24,6_24,RO,47.7,1,1,L,Yes,
6 28,6_28,BO,36.5,1,2,L,No,
6 28,6_28,RO,29.1,2,1,L,Yes,
6 28,6_28,RO,48.6,1,1,L,Yes,
6 28,6_28,RO,30.6,1,2,L,Yes,
6 28,6_28,WP,26.4,3,1,L,NA,
6 28,6_28,RM,13.9,3,1,L,NA,
6 28,6_28,WP,50.7,1,1,L,NA,
6 28,6_28,RO,39.3,1,2,L,Yes,
6 28,6_28,WP,38,1,1,L,NA,
6 28,6_28,RO,34,1,1,L,Yes,
6 28,6_28,RO,33.9,1,2,L,Yes,
6 29,6_29,RM,23.6,1,1,L,NA,
6 29,6_29,WP,47.1,1,1,L,NA,
6 29,6_29,WO,49,1,2,L,Yes,
6 29,6_29,WO,40.8,1,2,L,Yes,
6 29,6_29,RO,25.3,1,1,L,Yes,
6 33,6_33,BB,27.2,2,1,L,NA,Recent Timber Harvest
6 33,6_33,SM,22.4,1,1,L,NA,
6 33,6_33,RM,18,2,1,L,NA,
6 33,6_33,WP,12.6,3,2,L,NA,
6 33,6_33,RO,61.5,1,1,L,Yes,
6 35,6_35,YB,20.3,2,1,L,NA,
6 35,6_35,BB,30.9,2,1,L,NA,
6 35,6_35,BB,41.6,1,1,L,NA,
6 35,6_35,YB,24.4,2,1,L,NA,
6 37,6_37,BB,30,2,1,L,NA,
6 37,6_37,SM,38.3,2,1,L,NA,
6 37,6_37,SM,22.1,2,1,L,NA,
6 37,6_37,RM,10.6,3,1,L,NA,
6 37,6_37,BB,30.4,2,1,L,NA,
6 37,6_37,BB,43,1,1,L,NA,
6 37,6_37,RM,31.1,2,1,L,NA,
6 37,6_37,Hk,33.9,1,1,L,NA,
6 37,6_37,WO,52.6,1,1,L,Yes,
6 42,6_42,BO,44,1,2,L,Yes,
6 42,6_42,BO,57.1,1,2,L,Yes,few mushrooms
6 46,6_46,WP,63,1,1,L,NA,
6 46,6_46,WP,57.7,1,2,L,NA,
6 46,6_46,HL,30.2,1,3,L,NA,
6 46,6_46,PB,29.5,2,1,L,NA,
6 46,6_46,WP,54.7,1,1,L,NA,
6 46,6_46,WP,59.2,1,1,L,NA,
6 46,6_46,WP,57.4,1,1,L,NA,
6 46,6_46,WP,44.8,1,1,L,NA,
6 46,6_46,WP,42.8,1,1,L,NA,
6 46,6_46,WP,55.3,1,1,L,NA,
6 47,6_47,RM,25.1,2,1,L,NA,double stem; pine cover
6 47,6_47,RM,30.6,2,1,L,NA,double stem; pine cover
6 47,6_47,WP,69.6,1,1,L,NA,
6 47,6_47,WP,52.9,1,1,L,NA,
6 47,6_47,WP,53.1,1,1,L,NA,
6 47,6_47,WP,65.7,1,1,L,NA,
6 47,6_47,WP,62.2,1,1,L,NA,
6 47,6_47,WP,67.4,1,1,L,NA,
6 47,6_47,WP,65.8,1,1,L,NA,
6 47,6_47,WP,58.7,1,1,L,NA,
6 47,6_47,WP,60.9,1,1,L,NA,
6 47,6_47,WP,73.5,1,1,L,NA,
6 47,6_47,WP,103.8,1,1,L,NA,3 stems
6 47,6_47,RM,26,3,1,L,NA,
6 47,6_47,Hk,21,3,1,L,NA,
6 47,6_47,RO,45.5,1,2,L,No,"Many dead branches on stem, but health crown"
6 47,6_47,WP,103.9,1,1,L,NA,
6 47,6_47,WP,64.6,1,1,L,NA,
6 50,6_50,SM,50.8,1,1,L,NA,
6 50,6_50,SM,36.4,1,1,L,NA,
6 50,6_50,WP,60.7,1,1,L,NA,
6 50,6_50,SM,43.3,1,1,L,NA,
6 50,6_50,WP,24.6,2,2,L,NA,
6 50,6_50,WP,37.5,1,1,L,NA,
6 50,6_50,WP,50,1,1,L,NA,
6 50,6_50,WP,48.2,1,1,L,NA,
6 50,6_50,SM,56.3,1,1,L,NA,
6 53,6_53,WP,82.4,1,1,L,NA,
6 53,6_53,WP,70.1,1,1,L,NA,
6 53,6_53,WP,53.6,1,1,L,NA,
6 53,6_53,WP,90.3,1,1,L,NA,
6 53,6_53,WO,57.5,1,2,L,NA,
6 53,6_53,BB,29.9,3,1,L,NA,
6 53,6_53,BB,26,2,1,L,NA,
6 53,6_53,RO,64.7,1,1,L,Yes,
6 53,6_53,WP,80.5,1,1,L,NA,long vertical crack
6 53,6_53,RO,65.4,1,1,L,NA,
6 56,6_56,SM,49.5,3,2,L,NA,
6 56,6_56,WP,40.9,2,1,L,NA,
6 56,6_56,WP,28.3,2,1,L,NA,
6 56,6_56,WP,46.6,1,1,L,NA,
6 56,6_56,WO,55.6,3,1,L,No,
6 56,6_56,SM,20.4,2,2,L,NA,Rot/looks dead
6 56,6_56,SM,55.3,3,1,L,NA,
6 59,6_59,RM,29.1,1,1,L,NA,
6 59,6_59,RM,21.4,3,1,L,NA,
6 59,6_59,WA,27.8,1,1,L,NA,
6 59,6_59,WP,77.7,1,1,L,NA,double stem
6 59,6_59,SM,27.9,3,1,L,NA,
6 59,6_59,RM,29.7,2,1,L,NA,triple stem
6 59,6_59,RM,43.1,1,1,L,NA,triple stem
6 59,6_59,RM,39,1,1,L,NA,triple stem
6 59,6_59,RM,52.6,2,1,L,NA,triple stem; forks above
6 59,6_59,WP,71.2,1,1,L,NA,
6 59,6_59,RM,23.4,2,1,L,NA,lean bc right by creek
6 59,6_59,RM,25.9,3,1,L,NA,
6 59,6_59,SM,33.5,3,1,L,NA,lean bc right by creek
6 59,6_59,SM,31.3,2,1,L,NA,
6 59,6_59,WP,49.1,1,1,L,NA,
6 59,6_59,WA,54.6,1,2,L,NA,
6 59,6_59,WP,72.2,1,1,L,NA,
6 59,6_59,RM,18,2,1,L,NA,
6 60,6_60,SM,33.7,3,1,L,NA,Shares base
6 60,6_60,SM,43.1,3,1,L,NA,Shares base
6 60,6_60,SM,27.4,3,1,L,NA,Shares base
6 60,6_60,SM,32.1,3,1,L,NA,Shares base
6 60,6_60,SM,65.6,3,1,L,NA,
6 65,6_65,RM,30.5,1,1,L,NA,
6 65,6_65,RM,29.7,1,1,L,NA,
6 65,6_65,BB,12.1,3,1,L,NA,
6 65,6_65,WP,51.1,1,1,L,NA,
6 65,6_65,WP,55.8,1,1,L,NA,
6 66,6_66,RM,62.1,1,2,L,NA,
6 66,6_66,NS,30.7,3,1,L,NA,
6 66,6_66,SM,36.9,1,1,L,NA,
6 66,6_66,RO,81.2,1,2,L,Yes,Fire scars
6 66,6_66,WP,31.7,1,1,L,NA,
6 66,6_66,SM,19.9,1,1,L,NA,
6 66,6_66,SM,19.5,1,1,L,NA,
6 66,6_66,RO,50.2,1,1,L,NA,
6 66,6_66,RM,24.8,2,1,L,NA,
6 66,6_66,WP,10.9,3,1,L,NA,
6 66,6_66,RM,22.3,2,1,L,NA,
6 66,6_66,RM,36.9,1,1,L,NA,
6 66,6_66,SM,26.2,1,1,L,NA,
6 67,6_67,WP,36.4,2,1,L,NA,
6 67,6_67,WP,31.5,1,1,L,NA,
6 67,6_67,RM,26,2,3,L,NA,
6 67,6_67,WP,37.8,1,1,L,NA,
6 67,6_67,WP,41.7,1,1,L,NA,
6 67,6_67,WP,31.3,1,1,L,NA,
6 67,6_67,WP,68.2,1,1,L,NA,
6 67,6_67,RO,47.5,3,1,L,Yes,
6 67,6_67,WP,45,1,1,L,NA,
6 67,6_67,WP,20.8,3,2,L,NA,
6 67,6_67,BB,25,2,1,L,NA,
6 67,6_67,WP,45.7,1,1,L,NA,
6 67,6_67,WP,55.9,1,1,L,NA,
6 68,6_68,RO,49.7,1,1,L,Yes,
6 68,6_68,WP,40.3,1,1,L,NA,
6 68,6_68,BB,41.4,1,1,L,NA,
6 68,6_68,RM,44,1,2,L,NA,
6 68,6_68,RM,43.4,1,1,L,NA,
6 68,6_68,BB,24.2,3,1,L,NA,
6 68,6_68,BB,24.1,3,1,L,NA,
6 68,6_68,WP,48.5,1,1,L,NA,
6 68,6_68,RM,24.4,2,1,L,NA,double stem
6 68,6_68,RM,30.7,2,1,L,NA,double stem
6 68,6_68,RM,68.8,1,1,L,NA,double stem
6 68,6_68,WP,20.9,2,3,L,NA,
6 69,6_69,RM,42.2,1,1,L,NA,Triple stem
6 69,6_69,RM,50.1,1,1,L,NA,Triple stem
6 69,6_69,RM,16.1,3,1,L,NA,
6 69,6_69,RO,43.9,1,1,L,Yes,
6 69,6_69,BB,40.8,2,1,L,NA,
6 69,6_69,WP,40.6,1,1,L,NA,
6 69,6_69,RO,65.7,1,2,L,NA,
6 69,6_69,WA,32.9,2,1,L,NA,
6 69,6_69,BB,16.4,3,1,L,NA,
6 69,6_69,BB,32.3,2,1,L,NA,
6 69,6_69,BB,25.3,2,1,L,NA,
6 69,6_69,WP,51.3,1,1,L,NA,
6 69,6_69,WP,60.5,1,1,L,NA,
6 69,6_69,WA,36.7,1,,L,NA,
6 70,6_70,RM,17.1,2,1,L,NA,top off
6 70,6_70,WP,62.3,1,1,L,NA,
6 70,6_70,WP,64.3,1,1,L,NA,
6 70,6_70,RM,45.8,1,1,L,NA,
6 70,6_70,BB,40.6,1,1,L,NA,hole at bottom
6 70,6_70,BB,26.9,2,1,L,NA,
6 70,6_70,RM,33.3,1,1,L,NA,double
6 70,6_70,RM,26.2,2,1,L,NA,double
6 70,6_70,WP,45.5,1,1,L,NA,
6 70,6_70,RM,31.3,2,1,L,NA,
6 70,6_70,RM,19.4,3,2,L,NA,
6 70,6_70,BB,27.4,3,1,L,NA,root sticking out of ground
6 70,6_70,BB,28.8,3,1,L,NA,
6 70,6_70,WP,42.7,1,2,L,NA,
6 72,6_72,RM,15.7,2,1,L,NA,
6 72,6_72,RO,89.5,1,1,L,Yes,
6 72,6_72,BB,29.5,1,1,L,NA,
6 72,6_72,RO,63.2,1,1,L,Yes,
6 72,6_72,RM,26.6,2,1,L,NA,
6 72,6_72,RM,33.2,1,1,L,NA,Double stem
6 72,6_72,RM,32.8,1,1,L,NA,Double stem
6 72,6_72,RO,68.9,1,2,L,Yes,
6 72,6_72,RO,99.4,1,3,L,Yes,
6 77,6_77,WP,36.5,1,3,L,NA,
6 77,6_77,WP,43.9,1,1,L,NA,
6 77,6_77,BB,34.5,2,1,L,NA,
6 77,6_77,WP,55.6,1,1,L,NA,
6 77,6_77,WP,56.8,1,1,L,NA,
6 77,6_77,WP,68.9,1,1,L,NA,
6 77,6_77,BB,12.4,3,1,L,NA,
6 77,6_77,WP,12.6,3,4,L,NA,
6 77,6_77,WP,50.3,1,1,L,NA,
6 77,6_77,WP,46.2,2,2,L,NA,
6 77,6_77,WP,73.3,1,1,L,NA,
6 77,6_77,WP,42.6,1,1,L,NA,
6 77,6_77,WP,48.2,1,1,L,NA,
6 77,6_77,WP,42.8,2,1,L,NA,
6 77,6_77,WP,36.1,1,1,L,NA,
6 77,6_77,WP,44.1,1,1,L,NA,
6 77,6_77,WP,38.8,2,2,L,NA,
6 77,6_77,WP,38.8,1,1,L,NA,
6 77,6_77,WP,56.2,1,1,L,NA,
6 77,6_77,WP,67.6,1,1,L,NA,
6 78,6_78,BB,35.4,1,1,L,NA,
6 78,6_78,RO,56.2,1,2,L,Yes,
6 78,6_78,BB,34.1,1,1,L,NA,Same tree fork
6 78,6_78,BB,35.7,1,1,L,NA,same tree fork
6 78,6_78,RO,53.6,1,1,L,Yes,
6 78,6_78,RO,50.6,1,2,L,Yes,
6 78,6_78,RM,20.3,2,1,L,NA,
6 78,6_78,RM,19.9,2,1,L,NA,
6 78,6_78,RO,50.9,1,1,L,Yes,
6 81,6_81,WP,38.5,2,1,L,NA,
6 81,6_81,WP,77.8,1,1,L,NA,
6 81,6_81,WP,79.3,1,1,L,NA,
6 81,6_81,WA,53.2,1,1,L,NA,
6 81,6_81,WP,88.2,1,1,L,NA,
6 81,6_81,BC,27.6,2,3,L,NA,Bittersweet wrapped; one main branch left
6 81,6_81,WP,24.4,2,1,L,NA,
6 81,6_81,WP,60.5,1,1,L,NA,
6 81,6_81,BC,50,2,1,L,NA,
6 81,6_81,WP,94,1,1,L,NA,double stem
6 82,6_82,RM,19.6,2,1,L,NA,
6 82,6_82,WP,22.2,1,1,L,NA,short
6 82,6_82,WP,39.5,1,1,L,NA,
6 82,6_82,BB,39.2,2,1,L,NA,
6 82,6_82,RM,27.9,2,1,L,NA,
6 84,6_84,RM,22,3,2,L,NA,"top off, but lots of low foliage"
6 84,6_84,RO,50.8,1,2,L,Yes,
6 84,6_84,BB,22.4,1,1,L,NA,
6 84,6_84,WP,39.8,1,1,L,NA,
6 85,6_85,RO,49.2,1,1,L,No,
6 85,6_85,WP,59.6,1,1,L,NA,
6 85,6_85,WP,72.2,1,1,L,NA,
6 85,6_85,Hk,35,1,1,L,NA,
6 85,6_85,RO,99.9,1,1,L,Yes,
6 85,6_85,RM,16.2,2,1,L,NA,
6 85,6_85,RM,15.6,2,1,L,NA,
6 85,6_85,RO,101.5,1,1,L,Yes,a lot of sprouts
6 85,6_85,RO,61.7,1,2,L,Yes,
6 85,6_85,SM,45.5,1,1,L,NA,could have been covered by an oak before it died
6 88,6_88,WP,74.8,1,1,L,NA,
6 88,6_88,WP,20.7,2,1,L,NA,
6 88,6_88,WP,39,1,1,L,NA,
6 88,6_88,WP,60.7,1,1,L,NA,
6 88,6_88,WP,29.3,1,1,L,NA,
6 88,6_88,RO,41.7,1,1,L,No,Double stem
6 88,6_88,RO,41.8,1,1,L,Yes,Double stem
6 89,6_89,WP,72.6,1,1,L,NA,
6 89,6_89,RM,36.1,1,1,L,NA,
6 89,6_89,WP,73.6,1,1,L,NA,
6 89,6_89,WP,85.4,1,1,L,NA,
6 89,6_89,SM,40.2,1,1,L,NA,
6 89,6_89,RM,50.8,1,1,L,NA,
6 89,6_89,RM,26.8,2,1,L,NA,
6 89,6_89,WP,47.3,1,1,L,NA,
6 89,6_89,RM,27.7,1,1,L,NA,
6 89,6_89,RM,42.5,1,1,L,NA,
6 90,6_90,WP,55.2,1,2,L,NA,
6 90,6_90,WP,66.1,1,1,L,NA,
6 90,6_90,WP,42.6,1,1,L,NA,
6 90,6_90,WP,42.4,1,1,L,NA,
6 90,6_90,WP,30,1,3,L,NA,
6 90,6_90,WP,49.9,1,1,L,NA,
6 90,6_90,WP,51.8,1,1,L,NA,
6 90,6_90,RO,35.4,1,1,L,Yes,
6 90,6_90,WP,61,1,1,L,NA,
6 90,6_90,WP,64.2,1,1,L,NA,
6 90,6_90,WP,52.1,1,1,L,NA,
6 90,6_90,WP,49.8,1,2,L,NA,
6 90,6_90,WP,51.2,1,1,L,NA,
6 90,6_90,WP,53.8,1,2,L,NA,
6 90,6_90,WP,32.8,1,1,L,NA,
6 90,6_90,WP,59.2,1,1,L,NA,
6 90,6_90,WP,42.8,1,2,L,NA,
6 91,6_91,BC,38.5,1,1,L,NA,
6 91,6_91,WP,49.4,1,1,L,NA,
6 91,6_91,WA,53.4,1,1,L,NA,
6 91,6_91,RO,20.4,2,1,L,Yes,
6 92 ,6_92 ,RO,43.9,1,1,L,Yes,
6 92 ,6_92 ,WP,29.7,3,1,L,NA,
6 92 ,6_92 ,RO,34.1,1,1,L,Yes,
6 92 ,6_92 ,RO,39.2,1,1,L,Yes,
6 92 ,6_92 ,RO,37,1,1,L,Yes,
6 92 ,6_92 ,WO,26.1,1,1,L,Yes,
6 92 ,6_92 ,WP,13.5,2,1,L,NA,
6 92 ,6_92 ,BO,26.9,1,2,L,No,
6 92 ,6_92 ,WO,57.1,1,1,L,Yes,
6 92 ,6_92 ,RO,49.8,2,1,L,Yes,
6 93,6_93,WP,23.4,1,1,L,NA,
6 93,6_93,BB,13.7,1,1,L,NA,
6 93,6_93,HL,20,1,1,L,NA,
6 93,6_93,WP,21.8,1,1,L,NA,
6 93,6_93,BB,22,2,1,L,NA,
6 96,6_96,WO,46.3,1,1,L,No,
6 96,6_96,WP,13.8,2,1,L,NA,
6 96,6_96,RO,39.4,1,1,L,Yes,
6 96,6_96,WP,70,1,1,L,NA,
6 96,6_96,WP,17.1,2,1,L,NA,
6 96,6_96,WP,13.8,2,1,L,NA,
6 96,6_96,WP,15.7,2,1,L,NA,
6 96,6_96,WP,18.4,2,1,L,NA,
6 96,6_96,WO,48.3,1,2,L,No,
