plot,loc,size,RO,BO,WO,CO
1 71,N5,3,0,0,0,0
1 71,N10,1,0,0,0,0
1 71,N10,2,0,0,0,0
1 71,N10,3,0,0,0,0
1 71,E5,1,0,0,0,0
1 71,E5,2,0,0,0,0
1 71,E5,3,0,0,0,0
1 71,E10,1,0,0,0,0
1 71,E10,2,0,0,0,0
1 71,E10,3,0,0,0,0
1 71,S5,1,0,0,0,0
1 71,S5,2,1,0,0,0
1 71,S5,3,0,0,0,0
1 71,S10,1,0,0,0,0
1 71,S10,2,0,0,0,0
1 71,S10,3,0,0,0,0
1 71,W5,1,0,0,1,0
1 71,W5,2,0,0,1,0
1 71,W5,3,0,0,0,0
1 71,W10,1,0,0,0,0
1 71,W10,2,0,0,0,0
1 71,W10,3,0,0,0,0
1 72,N5,1,1,0,0,0
1 72,N5,2,0,0,1,0
1 72,N5,3,0,0,0,0
1 72,N10,1,0,0,0,0
1 72,N10,2,0,0,0,0
1 72,N10,3,0,0,0,0
1 72,E5,1,1,0,0,0
1 72,E5,2,1,0,0,0
1 72,E5,3,0,0,0,0
1 72,E10,1,0,0,0,0
1 72,E10,2,0,0,0,0
1 72,E10,3,0,0,0,0
1 72,S5,1,1,0,0,0
1 72,S5,2,0,0,0,0
1 72,S5,3,0,0,0,0
1 72,S10,1,0,0,0,0
1 72,S10,2,0,0,0,0
1 72,S10,3,0,0,0,0
1 72,W5,1,0,0,0,0
1 72,W5,2,0,0,0,0
1 72,W5,3,0,0,0,0
1 72,W10,1,0,0,0,0
1 72,W10,2,0,0,0,0
1 72,W10,3,0,0,0,0
1 73,N5,1,0,0,0,0
1 73,N5,2,0,0,0,0
1 73,N5,3,0,0,0,0
1 73,N10,1,0,0,0,0
1 73,N10,2,0,0,0,0
1 73,N10,3,0,0,0,0
1 73,E5,1,0,0,0,0
1 73,E5,2,0,0,0,0
1 73,E5,3,0,0,0,0
1 73,E10,1,0,0,0,0
1 73,E10,2,0,0,0,0
1 73,E10,3,0,0,0,0
1 73,S5,1,1,0,0,0
1 73,S5,2,0,0,0,0
1 73,S5,3,0,0,0,0
1 73,S10,1,1,0,0,0
1 73,S10,2,0,0,0,0
1 73,S10,3,0,0,0,0
1 73,W5,1,1,0,0,0
1 73,W5,2,0,0,0,0
1 73,W5,3,0,0,0,0
1 73,W10,1,1,0,0,0
1 73,W10,2,0,0,0,0
1 73,W10,3,0,0,0,0
1 75,N5,1,0,0,0,0
1 75,N5,2,0,0,0,0
1 75,N5,3,0,0,0,0
1 75,N10,1,0,0,0,0
1 75,N10,2,0,0,0,0
1 75,N10,3,0,0,0,0
1 75,E5,1,1,0,0,0
1 75,E5,2,0,0,0,0
1 75,E5,3,0,0,0,0
1 75,E10,1,1,0,0,0
1 75,E10,2,0,0,0,0
1 75,E10,3,0,0,0,0
1 75,S5,1,0,0,0,0
1 75,S5,2,0,0,0,0
1 75,S5,3,0,0,0,0
1 75,S10,1,1,0,0,0
1 75,S10,2,0,0,0,0
1 75,S10,3,0,0,0,0
1 75,W5,1,1,0,0,0
1 75,W5,2,0,0,0,0
1 75,W5,3,0,0,0,0
1 75,W10,1,0,0,0,0
1 75,W10,2,0,0,0,0
1 75,W10,3,0,0,0,0
1 80,N5,1,0,0,1,0
1 80,N5,2,0,0,0,0
1 80,N5,3,0,0,0,0
1 80,N10,1,0,0,0,0
1 80,N10,2,0,0,1,0
1 80,N10,3,0,0,0,0
1 80,E5,1,0,0,1,0
1 80,E5,2,0,0,0,0
1 80,E5,3,0,0,0,0
1 80,E10,1,0,0,1,0
1 80,E10,2,0,0,1,0
1 80,E10,3,0,0,0,0
1 80,S5,1,1,0,1,0
1 80,S5,2,0,0,0,0
1 80,S5,3,0,0,0,0
1 80,S10,1,1,0,0,0
1 80,S10,2,0,0,0,0
1 80,S10,3,0,0,0,0
1 80,W5,1,1,0,1,0
1 80,W5,2,0,0,1,0
1 80,W5,3,0,0,0,0
1 80,W10,1,0,0,1,0
1 80,W10,2,0,0,0,0
1 80,W10,3,0,0,0,0
1 83,N5,1,1,1,0,0
1 83,N5,2,0,0,0,0
1 83,N5,3,0,0,0,0
1 83,N10,1,1,1,0,0
1 83,N10,2,0,0,0,0
1 83,N10,3,0,0,0,0
1 83,E5,1,1,0,0,0
1 83,E5,2,0,0,0,0
1 83,E5,3,0,0,0,0
1 83,E10,1,1,0,0,0
1 83,E10,2,0,0,0,0
1 83,E10,3,0,0,0,0
1 83,S5,1,1,0,0,0
1 83,S5,2,0,0,0,0
1 83,S5,3,0,0,0,0
1 83,S10,1,1,0,0,0
1 83,S10,2,0,0,0,0
1 83,S10,3,0,0,0,0
1 83,W5,1,1,0,0,0
1 83,W5,2,0,0,0,0
1 83,W5,3,0,0,0,0
1 83,W10,1,1,0,0,0
1 83,W10,2,0,0,0,0
1 83,W10,3,0,0,0,0
1 89,N5,1,1,0,0,0
1 89,N5,2,1,0,0,0
1 89,N5,3,0,0,0,0
1 89,N10,1,1,0,0,0
1 89,N10,2,1,0,0,0
1 89,N10,3,0,0,0,0
1 89,E5,1,0,0,0,0
1 89,E5,2,0,0,0,0
1 89,E5,3,0,0,0,0
1 89,E10,1,0,0,0,0
1 89,E10,2,0,0,0,0
1 89,E10,3,0,0,0,0
1 89,S5,1,1,0,0,0
1 89,S5,2,0,0,0,0
1 89,S5,3,0,0,0,0
1 89,S10,1,1,0,1,0
1 89,S10,2,1,0,0,0
1 89,S10,3,0,0,0,0
1 89,W5,1,1,0,0,0
1 89,W5,2,1,0,0,0
1 89,W5,3,0,0,0,0
1 89,W10,1,1,0,0,0
1 89,W10,2,0,0,0,0
1 89,W10,3,0,0,0,0
1 90,N5,1,0,1,0,0
1 90,N5,2,0,0,0,0
1 90,N5,3,0,0,0,0
1 90,N10,1,1,1,0,0
1 90,N10,2,0,0,0,0
1 90,N10,3,0,0,0,0
1 90,E5,1,0,0,0,0
1 90,E5,2,1,0,0,0
1 90,E5,3,0,0,0,0
1 90,E10,1,1,0,0,0
1 90,E10,2,1,0,0,0
1 90,E10,3,0,0,0,0
1 90,S5,1,0,0,0,0
1 90,S5,2,0,0,0,0
1 90,S5,3,0,0,0,0
1 90,S10,1,1,1,0,0
1 90,S10,2,0,0,0,0
1 90,S10,3,0,0,0,0
1 90,W5,1,1,1,0,0
1 90,W5,2,0,0,0,0
1 90,W5,3,0,0,0,0
1 90,W10,1,0,0,0,0
1 90,W10,2,0,0,0,0
1 90,W10,3,0,0,0,0
1 95,N5,1,0,0,0,0
1 95,N5,2,0,0,0,0
1 95,N5,3,0,0,0,0
1 95,N10,1,0,0,0,0
1 95,N10,2,0,0,0,0
1 95,N10,3,0,0,0,0
1 95,E5,1,0,0,0,0
1 95,E5,2,0,0,0,0
1 95,E5,3,0,0,0,0
1 95,E10,1,0,0,0,0
1 95,E10,2,0,0,0,0
1 95,E10,3,0,0,0,0
1 95,S5,1,0,0,0,0
1 95,S5,2,0,0,0,0
1 95,S5,3,0,0,0,0
1 95,S10,1,0,0,0,0
1 95,S10,2,0,0,0,0
1 95,S10,3,0,0,0,0
1 95,W5,1,0,0,0,0
1 95,W5,2,0,0,0,0
1 95,W5,3,0,0,0,0
1 95,W10,1,0,0,0,0
1 95,W10,2,0,0,0,0
1 95,W10,3,0,0,0,0
1 97,N5,1,0,0,0,0
1 97,N5,2,0,0,0,0
1 97,N5,3,0,0,0,0
1 97,N10,1,0,1,0,0
1 97,N10,2,0,0,0,0
1 97,N10,3,0,0,0,0
1 97,E5,1,1,0,0,0
1 97,E5,2,0,0,0,0
1 97,E5,3,0,0,0,0
1 97,E10,1,1,0,0,0
1 97,E10,2,0,0,0,0
1 97,E10,3,0,0,0,0
1 97,S5,1,0,0,0,0
1 97,S5,2,0,0,0,0
1 97,S5,3,0,0,0,0
1 97,S10,1,0,0,0,0
1 97,S10,2,0,0,0,0
1 97,S10,3,0,0,0,0
1 97,W5,1,0,0,1,0
1 97,W5,2,0,0,0,0
1 97,W5,3,0,0,0,0
1 97,W10,1,1,0,0,0
1 97,W10,2,0,0,0,0
1 97,W10,3,0,0,0,0
1 98,N5,1,0,0,0,0
1 98,N5,2,0,0,0,0
1 98,N5,3,1,0,0,0
1 98,N10,1,1,0,0,0
1 98,N10,2,0,0,0,0
1 98,N10,3,0,0,0,0
1 98,E5,1,1,0,0,0
1 98,E5,2,0,0,0,0
1 98,E5,3,0,0,0,0
1 98,E10,1,1,0,0,0
1 98,E10,2,1,0,0,0
1 98,E10,3,1,0,0,0
1 98,S5,1,0,0,0,0
1 98,S5,2,0,0,0,0
1 98,S5,3,0,0,0,0
1 98,S10,1,1,0,0,0
1 98,S10,2,0,0,0,0
1 98,S10,3,0,0,0,0
1 98,W5,1,1,0,0,0
1 98,W5,2,0,0,0,0
1 98,W5,3,0,0,0,0
1 98,W10,1,0,0,0,0
1 98,W10,2,0,0,0,0
1 98,W10,3,0,0,0,0
2 05,N5,1,0,0,0,0
2 05,N5,2,0,0,0,0
2 05,N5,3,0,0,0,0
2 05,N10,1,0,0,0,0
2 05,N10,2,0,0,0,0
2 05,N10,3,0,0,0,0
2 05,E5,1,1,0,0,0
2 05,E5,2,0,0,0,0
2 05,E5,3,0,0,0,0
2 05,E10,1,1,0,0,0
2 05,E10,2,0,0,0,0
2 05,E10,3,0,0,0,0
2 05,S5,1,0,0,0,0
2 05,S5,2,0,0,0,0
2 05,S5,3,0,0,0,0
2 05,S10,1,1,0,0,0
2 05,S10,2,0,0,0,0
2 05,S10,3,0,0,0,0
2 05,W5,1,1,0,0,0
2 05,W5,2,0,0,0,0
2 05,W5,3,0,0,0,0
2 05,W10,1,1,0,0,0
2 05,W10,2,0,0,0,0
2 05,W10,3,0,0,0,0
2 07,N5,1,1,0,0,0
2 07,N5,2,0,0,0,0
2 07,N5,3,0,0,0,0
2 07,N10,1,1,0,0,0
2 07,N10,2,0,0,0,0
2 07,N10,3,0,0,0,0
2 07,E5,1,1,0,0,0
2 07,E5,2,0,0,0,0
2 07,E5,3,0,0,0,0
2 07,E10,1,1,0,0,0
2 07,E10,2,0,0,0,0
2 07,E10,3,0,0,0,0
2 07,S5,1,1,0,0,0
2 07,S5,2,0,0,0,0
2 07,S5,3,0,0,0,0
2 07,S10,1,1,0,0,0
2 07,S10,2,0,0,0,0
2 07,S10,3,0,0,0,0
2 07,W5,1,1,0,0,0
2 07,W5,2,0,0,0,0
2 07,W5,3,0,0,0,0
2 07,W10,1,1,0,0,0
2 07,W10,2,0,0,0,0
2 07,W10,3,0,0,0,0
2 08,N5,1,1,0,0,0
2 08,N5,2,0,0,0,0
2 08,N5,3,0,0,0,0
2 08,N10,1,1,0,0,0
2 08,N10,2,0,0,0,0
2 08,N10,3,0,0,0,0
2 08,E5,1,1,0,0,0
2 08,E5,2,0,0,0,0
2 08,E5,3,0,0,0,0
2 08,E10,1,1,0,0,0
2 08,E10,2,0,0,0,0
2 08,E10,3,0,0,0,0
2 08,S5,1,0,0,0,0
2 08,S5,2,0,0,0,0
2 08,S5,3,0,0,0,0
2 08,S10,1,1,0,0,0
2 08,S10,2,0,0,0,0
2 08,S10,3,0,0,0,0
2 08,W5,1,1,0,0,0
2 08,W5,2,0,0,0,0
2 08,W5,3,0,0,0,0
2 08,W10,1,1,0,0,0
2 08,W10,2,0,0,0,0
2 08,W10,3,0,0,0,0
2 15,N5,1,1,0,0,0
2 15,N5,2,0,0,0,0
2 15,N5,3,0,0,0,0
2 15,N10,1,1,0,0,0
2 15,N10,2,0,0,0,0
2 15,N10,3,0,0,0,0
2 15,E5,1,1,0,0,0
2 15,E5,2,0,0,0,0
2 15,E5,3,0,0,0,0
2 15,E10,1,1,0,0,0
2 15,E10,2,0,0,0,0
2 15,E10,3,0,0,0,0
2 15,S5,1,1,0,0,0
2 15,S5,2,0,0,0,0
2 15,S5,3,0,0,0,0
2 15,S10,1,1,0,0,0
2 15,S10,2,0,0,0,0
2 15,S10,3,0,0,0,0
2 15,W5,1,1,0,0,0
2 15,W5,2,0,0,0,0
2 15,W5,3,0,0,0,0
2 15,W10,1,1,0,0,0
2 15,W10,2,0,0,0,0
2 15,W10,3,0,0,0,0
2 16,N5,1,1,0,0,0
2 16,N5,2,1,0,0,0
2 16,N5,3,1,0,0,0
2 16,N10,1,1,0,0,0
2 16,N10,2,0,0,0,0
2 16,N10,3,1,0,0,0
2 16,E5,1,1,0,0,0
2 16,E5,2,0,0,0,0
2 16,E5,3,0,0,0,0
2 16,E10,1,1,0,0,0
2 16,E10,2,0,0,0,0
2 16,E10,3,0,0,0,0
2 16,S5,1,0,1,0,0
2 16,S5,2,0,0,0,0
2 16,S5,3,0,0,0,0
2 16,S10,1,0,0,0,0
2 16,S10,2,0,0,0,0
2 16,S10,3,0,0,0,0
2 16,W5,1,1,0,0,0
2 16,W5,2,0,0,0,0
2 16,W5,3,1,0,0,0
2 16,W10,1,1,0,0,0
2 16,W10,2,0,0,0,0
2 16,W10,3,1,0,0,0
2 23,N5,1,1,0,0,0
2 23,N5,2,0,0,0,0
2 23,N5,3,0,0,0,0
2 23,N10,1,1,0,0,0
2 23,N10,2,0,0,0,0
2 23,N10,3,0,0,0,0
2 23,E5,1,1,0,0,0
2 23,E5,2,0,0,0,0
2 23,E5,3,0,0,0,0
2 23,E10,1,1,0,0,0
2 23,E10,2,0,0,0,0
2 23,E10,3,0,0,0,0
2 23,S5,1,1,0,0,0
2 23,S5,2,0,0,0,0
2 23,S5,3,0,0,0,0
2 23,S10,1,1,0,0,0
2 23,S10,2,0,0,0,0
2 23,S10,3,0,0,0,0
2 23,W5,1,1,0,0,0
2 23,W5,2,0,0,0,0
2 23,W5,3,0,0,0,0
2 23,W10,1,1,0,0,0
2 23,W10,2,0,0,0,0
2 23,W10,3,0,0,0,0
2 24,N5,1,1,0,0,0
2 24,N5,2,0,0,0,0
2 24,N5,3,0,0,0,0
2 24,N10,1,1,0,0,0
2 24,N10,2,0,0,0,0
2 24,N10,3,0,0,0,0
2 24,E5,1,1,0,0,0
2 24,E5,2,0,0,0,0
2 24,E5,3,0,0,0,0
2 24,E10,1,1,0,0,0
2 24,E10,2,0,0,0,0
2 24,E10,3,0,0,0,0
2 24,S5,1,1,0,0,0
2 24,S5,2,0,0,0,0
2 24,S5,3,0,0,0,0
2 24,S10,1,1,0,0,0
2 24,S10,2,0,0,0,0
2 24,S10,3,0,0,0,0
2 24,W5,1,1,0,0,0
2 24,W5,2,0,0,0,0
2 24,W5,3,0,0,0,0
2 24,W10,1,1,0,0,0
2 24,W10,2,0,0,0,0
2 24,W10,3,0,0,0,0
2 31,N5,1,1,0,0,0
2 31,N5,2,0,0,0,0
2 31,N5,3,0,0,0,0
2 31,N10,1,1,0,0,0
2 31,N10,2,0,0,0,0
2 31,N10,3,0,0,0,0
2 31,E5,1,1,0,0,0
2 31,E5,2,0,0,0,0
2 31,E5,3,0,0,0,0
2 31,E10,1,1,0,0,0
2 31,E10,2,0,0,0,0
2 31,E10,3,0,0,0,0
2 31,S5,1,1,0,0,0
2 31,S5,2,0,0,0,0
2 31,S5,3,0,0,0,0
2 31,S10,1,1,0,0,0
2 31,S10,2,0,0,0,0
2 31,S10,3,0,0,0,0
2 31,W5,1,1,0,0,0
2 31,W5,2,0,0,0,0
2 31,W5,3,0,0,0,0
2 31,W10,1,1,1,0,0
2 31,W10,2,0,0,0,0
2 31,W10,3,0,0,0,0
2 38,N5,1,1,0,0,0
2 38,N5,2,0,0,0,0
2 38,N5,3,0,0,0,0
2 38,N10,1,1,0,0,0
2 38,N10,2,0,0,0,0
2 38,N10,3,0,0,0,0
2 38,E5,1,1,0,0,0
2 38,E5,2,0,0,0,0
2 38,E5,3,0,0,0,0
2 38,E10,1,1,0,0,0
2 38,E10,2,0,0,0,0
2 38,E10,3,0,0,0,0
2 38,S5,1,1,0,0,0
2 38,S5,2,0,0,0,0
2 38,S5,3,0,0,0,0
2 38,S10,1,0,0,0,0
2 38,S10,2,0,0,0,0
2 38,S10,3,0,0,0,0
2 38,W5,1,1,0,0,0
2 38,W5,2,0,0,0,0
2 38,W5,3,0,0,0,0
2 38,W10,1,1,0,0,0
2 38,W10,2,0,0,0,0
2 38,W10,3,0,0,0,0
2 39,N5,1,1,0,0,0
2 39,N5,2,0,0,0,0
2 39,N5,3,0,0,0,0
2 39,N10,1,1,0,0,0
2 39,N10,2,0,0,0,0
2 39,N10,3,0,0,0,0
2 39,E5,1,1,0,0,0
2 39,E5,2,0,0,0,0
2 39,E5,3,0,0,0,0
2 39,E10,1,1,0,0,0
2 39,E10,2,0,0,0,0
2 39,E10,3,0,0,0,0
2 39,S5,1,1,0,0,0
2 39,S5,2,0,0,0,0
2 39,S5,3,0,0,0,0
2 39,S10,1,1,0,0,0
2 39,S10,2,0,0,0,0
2 39,S10,3,0,0,0,0
2 39,W5,1,1,0,0,0
2 39,W5,2,0,0,0,0
2 39,W5,3,0,0,0,0
2 39,W10,1,1,0,0,0
2 39,W10,2,0,0,0,0
2 39,W10,3,0,0,0,0
2 40,N5,1,1,0,0,0
2 40,N5,2,0,0,0,0
2 40,N5,3,0,0,0,0
2 40,N10,1,1,0,0,0
2 40,N10,2,0,0,0,0
2 40,N10,3,0,0,0,0
2 40,E5,1,1,0,0,0
2 40,E5,2,0,0,0,0
2 40,E5,3,0,0,0,0
2 40,E10,1,0,0,0,0
2 40,E10,2,0,0,0,0
2 40,E10,3,0,0,0,0
2 40,S5,1,1,0,0,0
2 40,S5,2,0,0,0,0
2 40,S5,3,0,0,0,0
2 40,S10,1,1,0,0,0
2 40,S10,2,0,0,0,0
2 40,S10,3,0,0,0,0
2 40,W5,1,1,0,0,0
2 40,W5,2,0,0,0,0
2 40,W5,3,0,0,0,0
2 40,W10,1,1,0,0,0
2 40,W10,2,0,0,0,0
2 40,W10,3,0,0,0,0
2 41,N5,1,0,0,0,0
2 41,N5,2,0,0,0,0
2 41,N5,3,0,0,0,0
2 41,N10,1,1,0,0,0
2 41,N10,2,0,0,0,0
2 41,N10,3,0,0,0,0
2 41,E5,1,1,0,0,0
2 41,E5,2,0,0,0,0
2 41,E5,3,0,0,0,0
2 41,E10,1,1,0,0,0
2 41,E10,2,0,0,0,0
2 41,E10,3,0,0,0,0
2 41,S5,1,1,0,0,0
2 41,S5,2,0,0,0,0
2 41,S5,3,0,0,0,0
2 41,S10,1,1,0,0,0
2 41,S10,2,0,0,0,0
2 41,S10,3,0,0,0,0
2 41,W5,1,1,0,0,0
2 41,W5,2,0,0,0,0
2 41,W5,3,0,0,0,0
2 41,W10,1,0,0,0,0
2 41,W10,2,0,0,0,0
2 41,W10,3,0,0,0,0
2 47,N5,1,1,0,0,0
2 47,N5,2,0,0,0,0
2 47,N5,3,0,0,0,0
2 47,N10,1,1,0,0,0
2 47,N10,2,0,0,0,0
2 47,N10,3,0,0,0,0
2 47,E5,1,1,0,0,0
2 47,E5,2,0,0,0,0
2 47,E5,3,0,0,0,0
2 47,E10,1,1,0,0,0
2 47,E10,2,0,0,0,0
2 47,E10,3,0,0,0,0
2 47,S5,1,1,0,0,0
2 47,S5,2,0,0,0,0
2 47,S5,3,0,0,0,0
2 47,S10,1,1,0,0,0
2 47,S10,2,0,0,0,0
2 47,S10,3,0,0,0,0
2 47,W5,1,1,0,0,0
2 47,W5,2,0,0,0,0
2 47,W5,3,0,0,0,0
2 47,W10,1,1,0,0,0
2 47,W10,2,0,0,0,0
2 47,W10,3,0,0,0,0
2 49,N5,1,1,0,0,0
2 49,N5,2,0,0,0,0
2 49,N5,3,0,0,0,0
2 49,N10,1,1,0,0,0
2 49,N10,2,0,0,0,0
2 49,N10,3,0,0,0,0
2 49,E5,1,1,0,0,0
2 49,E5,2,0,0,0,0
2 49,E5,3,0,0,0,0
2 49,E10,1,1,0,0,0
2 49,E10,2,0,0,0,0
2 49,E10,3,0,0,0,0
2 49,S5,1,0,0,0,0
2 49,S5,2,0,0,0,0
2 49,S5,3,0,0,0,0
2 49,S10,1,1,0,0,0
2 49,S10,2,0,0,0,0
2 49,S10,3,0,0,0,0
2 49,W5,1,1,0,0,0
2 49,W5,2,1,0,0,0
2 49,W5,3,0,0,0,0
2 49,W10,1,1,0,0,0
2 49,W10,2,0,0,0,0
2 49,W10,3,0,0,0,0
2 50,N5,1,1,0,0,0
2 50,N5,2,0,0,0,0
2 50,N5,3,0,0,0,0
2 50,N10,1,0,0,0,0
2 50,N10,2,0,0,0,0
2 50,N10,3,0,0,0,0
2 50,E5,1,0,0,0,0
2 50,E5,2,0,0,0,0
2 50,E5,3,0,0,0,0
2 50,E10,1,1,0,0,0
2 50,E10,2,0,0,0,0
2 50,E10,3,0,0,0,0
2 50,S5,1,1,0,0,0
2 50,S5,2,0,0,0,0
2 50,S5,3,0,0,0,0
2 50,S10,1,1,0,0,0
2 50,S10,2,0,0,0,0
2 50,S10,3,0,0,0,0
2 50,W5,1,1,0,0,0
2 50,W5,2,0,0,0,0
2 50,W5,3,0,0,0,0
2 50,W10,1,0,0,0,0
2 50,W10,2,0,0,0,0
2 50,W10,3,0,0,0,0
3 00,N5,1,0,0,0,0
3 00,N5,2,0,0,0,0
3 00,N5,3,0,0,0,0
3 00,N10,1,1,0,0,0
3 00,N10,2,0,0,0,0
3 00,N10,3,0,0,0,0
3 00,E5,1,1,0,0,0
3 00,E5,2,0,0,0,0
3 00,E5,3,0,0,0,0
3 00,E10,1,0,0,0,0
3 00,E10,2,0,0,0,0
3 00,E10,3,0,0,0,0
3 00,S5,1,0,0,0,0
3 00,S5,2,0,0,0,0
3 00,S5,3,0,0,0,0
3 00,S10,1,0,0,0,0
3 00,S10,2,0,0,0,0
3 00,S10,3,0,0,0,0
3 00,W5,1,1,0,0,0
3 00,W5,2,0,0,0,0
3 00,W5,3,0,0,0,0
3 00,W10,1,1,0,0,0
3 00,W10,2,0,0,0,0
3 00,W10,3,0,0,0,0
3 04,N5,1,0,0,0,0
3 04,N5,2,0,0,0,0
3 04,N5,3,0,0,0,0
3 04,N10,1,0,1,0,0
3 04,N10,2,0,0,0,0
3 04,N10,3,0,0,0,0
3 04,E5,1,0,0,0,0
3 04,E5,2,0,0,0,0
3 04,E5,3,0,0,0,0
3 04,E10,1,0,1,0,0
3 04,E10,2,0,0,0,0
3 04,E10,3,0,0,0,0
3 04,S5,1,0,1,0,0
3 04,S5,2,0,0,0,0
3 04,S5,3,0,0,0,0
3 04,S10,1,0,0,0,0
3 04,S10,2,0,0,0,0
3 04,S10,3,0,0,0,0
3 04,W5,1,1,1,0,0
3 04,W5,2,0,0,0,0
3 04,W5,3,0,0,0,0
3 04,W10,1,1,0,0,0
3 04,W10,2,0,0,1,0
3 04,W10,3,0,0,0,0
3 14,N5,1,1,1,0,0
3 14,N5,2,0,0,0,0
3 14,N5,3,0,0,0,0
3 14,N10,1,1,0,0,0
3 14,N10,2,0,0,0,0
3 14,N10,3,0,0,0,0
3 14,E5,1,1,1,0,0
3 14,E5,2,0,0,0,0
3 14,E5,3,0,0,0,0
3 14,E10,1,1,0,0,0
3 14,E10,2,0,0,0,0
3 14,E10,3,0,0,0,0
3 14,S5,1,1,0,0,0
3 14,S5,2,0,0,0,0
3 14,S5,3,0,0,0,0
3 14,S10,1,1,0,0,0
3 14,S10,2,0,0,0,0
3 14,S10,3,0,0,0,0
3 14,W5,1,1,0,0,0
3 14,W5,2,0,0,0,0
3 14,W5,3,0,0,0,0
3 14,W10,1,1,0,0,0
3 14,W10,2,1,0,0,0
3 14,W10,3,0,0,0,0
3 15,N5,1,1,1,0,0
3 15,N5,2,0,0,0,0
3 15,N5,3,0,0,0,0
3 15,N10,1,1,0,1,0
3 15,N10,2,0,0,1,0
