plot,loc,size,RO,BO,WO,CO
4 68,E10,3,0,0,0,0
4 68,S5,1,0,0,0,0
4 68,S5,2,0,0,0,0
4 68,S5,3,0,0,0,0
4 68,S10,1,0,0,0,0
4 68,S10,2,1,0,0,0
4 68,S10,3,0,0,0,0
4 68,W5,1,0,0,0,0
4 68,W5,2,0,0,0,0
4 68,W5,3,0,0,0,0
4 68,W10,1,0,0,0,0
4 68,W10,2,0,0,0,0
4 68,W10,3,0,0,0,0
4 72,N5,1,0,0,0,0
4 72,N5,2,0,0,0,0
4 72,N5,3,0,0,0,0
4 72,N10,1,0,0,0,0
4 72,N10,2,0,0,0,0
4 72,N10,3,0,0,0,0
4 72,E5,1,1,0,0,0
4 72,E5,2,0,0,0,0
4 72,E5,3,0,0,0,0
4 72,E10,1,1,0,0,0
4 72,E10,2,0,0,0,0
4 72,E10,3,0,0,0,0
4 72,S5,1,0,0,0,0
4 72,S5,2,0,0,0,0
4 72,S5,3,0,0,0,0
4 72,S10,1,0,0,0,0
4 72,S10,2,0,0,0,0
4 72,S10,3,0,0,0,0
4 72,W5,1,0,0,0,0
4 72,W5,2,0,0,0,0
4 72,W5,3,0,0,0,0
4 72,W10,1,1,0,0,0
4 72,W10,2,0,0,0,0
4 72,W10,3,0,0,0,0
4 74,N5,1,0,0,0,0
4 74,N5,2,0,0,0,0
4 74,N5,3,0,0,0,0
4 74,N10,1,0,0,0,0
4 74,N10,2,0,0,0,0
4 74,N10,3,0,0,0,0
4 74,E5,1,1,0,0,0
4 74,E5,2,0,0,0,0
4 74,E5,3,0,0,0,0
4 74,E10,1,1,0,0,0
4 74,E10,2,0,0,0,0
4 74,E10,3,0,0,0,0
4 74,S5,1,1,0,0,0
4 74,S5,2,1,0,0,0
4 74,S5,3,0,0,0,0
4 74,S10,1,1,0,0,0
4 74,S10,2,0,0,0,0
4 74,S10,3,0,0,0,0
4 74,W5,1,1,0,0,0
4 74,W5,2,1,0,0,0
4 74,W5,3,0,0,0,0
4 74,W10,1,1,0,0,0
4 74,W10,2,0,0,0,0
4 74,W10,3,0,0,0,0
4 76,N5,1,1,0,0,0
4 76,N5,2,0,0,0,0
4 76,N5,3,0,0,0,0
4 76,N10,1,0,1,0,0
4 76,N10,2,0,0,0,0
4 76,N10,3,0,0,0,0
4 76,E5,1,1,0,0,0
4 76,E5,2,0,0,0,0
4 76,E5,3,0,0,0,0
4 76,E10,1,1,0,0,0
4 76,E10,2,0,0,0,0
4 76,E10,3,0,0,0,0
4 76,S5,1,0,1,0,0
4 76,S5,2,0,0,0,0
4 76,S5,3,0,0,0,0
4 76,S10,1,1,0,0,0
4 76,S10,2,0,0,0,0
4 76,S10,3,0,0,0,0
4 76,W5,1,1,1,0,0
4 76,W5,2,0,0,0,0
4 76,W5,3,0,0,0,0
4 76,W10,1,1,0,0,0
4 76,W10,2,0,0,0,0
4 76,W10,3,0,0,0,0
4 77,N5,1,0,0,0,0
4 77,N5,2,0,0,0,0
4 77,N5,3,0,0,0,0
4 77,N10,1,0,0,0,0
4 77,N10,2,0,0,0,0
4 77,N10,3,0,0,0,0
4 77,E5,1,1,0,0,0
4 77,E5,2,1,0,0,0
4 77,E5,3,0,0,0,0
4 77,E10,1,0,0,0,0
4 77,E10,2,0,0,0,0
4 77,E10,3,0,0,0,0
4 77,S5,1,1,0,0,0
4 77,S5,2,0,0,0,0
4 77,S5,3,0,0,0,0
4 77,S10,1,1,0,0,0
4 77,S10,2,0,0,0,0
4 77,S10,3,0,0,0,0
4 77,W5,1,0,0,0,0
4 77,W5,2,0,0,0,0
4 77,W5,3,0,0,0,0
4 77,W10,1,0,0,0,0
4 77,W10,2,0,0,0,0
4 77,W10,3,0,0,0,0
4 85,N5,1,0,0,0,0
4 85,N5,2,0,0,0,0
4 85,N5,3,0,0,0,0
4 85,N10,1,0,0,0,0
4 85,N10,2,0,0,0,0
4 85,N10,3,0,0,0,0
4 85,E5,1,1,0,0,0
4 85,E5,2,0,0,0,0
4 85,E5,3,0,0,0,0
4 85,E10,1,0,0,0,0
4 85,E10,2,0,0,0,0
4 85,E10,3,0,0,0,0
4 85,S5,1,1,0,0,0
4 85,S5,2,0,0,0,0
4 85,S5,3,0,0,0,0
4 85,S10,1,0,0,0,0
4 85,S10,2,0,0,0,0
4 85,S10,3,0,0,0,0
4 85,W5,1,1,0,0,0
4 85,W5,2,0,0,0,0
4 85,W5,3,0,0,0,0
4 85,W10,1,0,0,0,0
4 85,W10,2,0,0,0,0
4 85,W10,3,0,0,0,0
4 87,N5,1,1,0,0,0
4 87,N5,2,0,0,0,0
4 87,N5,3,0,0,0,0
4 87,N10,1,1,0,0,0
4 87,N10,2,0,0,0,0
4 87,N10,3,0,0,0,0
4 87,E5,1,1,0,0,0
4 87,E5,2,0,0,0,0
4 87,E5,3,0,0,0,0
4 87,E10,1,0,0,0,0
4 87,E10,2,0,0,0,0
4 87,E10,3,0,0,0,0
4 87,S5,1,0,0,0,0
4 87,S5,2,0,0,0,0
4 87,S5,3,0,0,0,0
4 87,S10,1,0,0,0,0
4 87,S10,2,0,0,0,0
4 87,S10,3,0,0,0,0
4 87,W5,1,1,0,0,0
4 87,W5,2,0,0,0,0
4 87,W5,3,0,0,0,0
4 87,W10,1,1,0,0,0
4 87,W10,2,0,0,0,0
4 87,W10,3,0,0,0,0
4 90,N5,1,0,0,0,0
4 90,N5,2,0,0,0,0
4 90,N5,3,0,0,0,0
4 90,N10,1,0,0,0,0
4 90,N10,2,1,0,0,0
4 90,N10,3,0,0,0,0
4 90,E5,1,0,0,0,0
4 90,E5,2,1,0,0,0
4 90,E5,3,0,0,0,0
4 90,E10,1,1,0,0,0
4 90,E10,2,1,0,0,0
4 90,E10,3,0,0,0,0
4 90,S5,1,1,0,0,0
4 90,S5,2,1,0,0,0
4 90,S5,3,0,0,0,0
4 90,S10,1,1,0,0,0
4 90,S10,2,0,0,0,0
4 90,S10,3,0,0,0,0
4 90,W5,1,0,0,0,0
4 90,W5,2,1,0,0,0
4 90,W5,3,0,0,0,0
4 90,W10,1,1,0,0,0
4 90,W10,2,0,0,0,0
4 90,W10,3,0,0,0,0
4 93,N5,1,1,0,0,0
4 93,N5,2,0,0,0,0
4 93,N5,3,0,0,0,0
4 93,N10,1,1,0,1,0
4 93,N10,2,1,0,1,0
4 93,N10,3,0,0,0,0
4 93,E5,1,1,0,0,0
4 93,E5,2,1,0,0,0
4 93,E5,3,0,0,0,0
4 93,E10,1,1,0,0,0
4 93,E10,2,1,0,0,0
4 93,E10,3,0,0,0,0
4 93,S5,1,1,0,0,0
4 93,S5,2,0,0,0,0
4 93,S5,3,0,0,0,0
4 93,S10,1,1,0,0,0
4 93,S10,2,0,0,0,0
4 93,S10,3,0,0,0,0
4 93,W5,1,1,0,0,0
4 93,W5,2,0,0,0,0
4 93,W5,3,0,0,0,0
4 93,W10,1,1,0,0,0
4 93,W10,2,0,0,0,0
4 93,W10,3,0,0,0,0
4 96,N5,1,0,0,0,0
4 96,N5,2,0,0,0,0
4 96,N5,3,0,0,0,0
4 96,N10,1,0,0,0,0
4 96,N10,2,0,0,0,0
4 96,N10,3,0,0,0,0
4 96,E5,1,1,1,0,0
4 96,E5,2,0,0,0,0
4 96,E5,3,0,0,0,0
4 96,E10,1,0,0,0,0
4 96,E10,2,0,0,0,0
4 96,E10,3,0,0,0,0
4 96,S5,1,0,0,0,0
4 96,S5,2,0,0,0,0
4 96,S5,3,0,0,0,0
4 96,S10,1,1,0,0,0
4 96,S10,2,0,0,0,0
4 96,S10,3,0,0,0,0
4 96,W5,1,1,0,0,0
4 96,W5,2,0,0,0,0
4 96,W5,3,0,0,0,0
4 96,W10,1,0,0,0,0
4 96,W10,2,0,0,0,0
4 96,W10,3,0,0,0,0
4 97,N5,1,0,0,0,0
4 97,N5,2,0,0,0,0
4 97,N5,3,0,0,0,0
4 97,N10,1,0,0,0,0
4 97,N10,2,0,0,0,0
4 97,N10,3,0,0,0,0
4 97,E5,1,0,0,0,0
4 97,E5,2,0,0,0,0
4 97,E5,3,0,0,0,0
4 97,E10,1,1,0,0,0
4 97,E10,2,0,0,0,0
4 97,E10,3,0,0,0,0
4 97,S5,1,1,0,0,0
4 97,S5,2,0,0,0,0
4 97,S5,3,0,0,0,0
4 97,S10,1,0,0,0,0
4 97,S10,2,0,0,0,0
4 97,S10,3,0,0,0,0
4 97,W5,1,0,0,0,0
4 97,W5,2,0,0,0,0
4 97,W5,3,0,0,0,0
4 97,W10,1,0,0,0,0
4 97,W10,2,0,0,0,0
4 97,W10,3,0,0,0,0
5 00,N5,1,1,0,0,0
5 00,N5,2,0,0,0,0
5 00,N5,3,0,0,0,0
5 00,N10,1,1,1,0,0
5 00,N10,2,0,1,0,0
5 00,N10,3,0,0,1,0
5 00,E5,1,1,1,0,0
5 00,E5,2,0,1,0,0
5 00,E5,3,0,0,0,0
5 00,E10,1,1,0,0,0
5 00,E10,2,0,1,0,0
5 00,E10,3,0,0,0,0
5 00,S5,1,0,1,0,0
5 00,S5,2,0,0,0,0
5 00,S5,3,0,0,0,0
5 00,S10,1,1,1,0,0
5 00,S10,2,0,0,0,0
5 00,S10,3,0,0,0,0
5 00,W5,1,0,1,0,0
5 00,W5,2,0,0,0,0
5 00,W5,3,0,0,0,0
5 00,W10,1,0,1,0,0
5 00,W10,2,0,1,0,0
5 00,W10,3,0,1,0,0
5 06,N5,1,0,0,0,0
5 06,N5,2,0,0,0,0
5 06,N5,3,0,0,0,0
5 06,N10,1,0,0,0,0
5 06,N10,2,0,0,0,0
5 06,N10,3,0,0,0,0
5 06,E5,1,0,1,0,0
5 06,E5,2,0,0,0,0
5 06,E5,3,0,0,0,0
5 06,E10,1,0,0,0,0
5 06,E10,2,0,0,0,0
5 06,E10,3,0,0,0,0
5 06,S5,1,1,0,0,0
5 06,S5,2,1,0,0,0
5 06,S5,3,0,0,0,0
5 06,S10,1,0,0,0,0
5 06,S10,2,0,0,0,0
5 06,S10,3,0,0,0,0
5 06,W5,1,0,0,0,0
5 06,W5,2,0,0,0,0
5 06,W5,3,0,0,0,0
5 06,W10,1,0,0,0,0
5 06,W10,2,1,0,0,0
5 06,W10,3,0,0,0,0
5 07,N5,1,1,0,0,0
5 07,N5,2,0,0,0,0
5 07,N5,3,0,0,0,0
5 07,N10,1,1,0,0,0
5 07,N10,2,0,0,0,0
5 07,N10,3,0,0,0,0
5 07,E5,1,1,0,0,0
5 07,E5,2,0,0,0,0
5 07,E5,3,0,0,0,0
5 07,E10,1,1,0,0,0
5 07,E10,2,0,0,0,0
5 07,E10,3,0,0,0,0
5 07,S5,1,0,0,1,0
5 07,S5,2,0,0,0,0
5 07,S5,3,0,0,0,0
5 07,S10,1,0,0,1,0
5 07,S10,2,0,0,0,0
5 07,S10,3,0,0,0,0
5 07,W5,1,1,0,1,0
5 07,W5,2,0,0,0,0
5 07,W5,3,0,0,0,0
5 07,W10,1,1,0,0,0
5 07,W10,2,0,0,0,0
5 07,W10,3,0,0,0,0
5 09,N5,1,1,0,0,0
5 09,N5,2,0,0,0,0
5 09,N5,3,0,0,0,0
5 09,N10,1,1,0,0,0
5 09,N10,2,0,0,0,0
5 09,N10,3,0,0,0,0
5 09,E5,1,1,0,0,0
5 09,E5,2,0,0,0,0
5 09,E5,3,0,0,0,0
5 09,E10,1,0,0,0,0
5 09,E10,2,0,0,0,0
5 09,E10,3,0,0,0,0
5 09,S5,1,1,0,0,0
5 09,S5,2,0,0,0,0
5 09,S5,3,0,0,0,0
5 09,S10,1,0,0,0,0
5 09,S10,2,0,0,0,0
5 09,S10,3,0,0,0,0
5 09,W5,1,1,0,0,0
5 09,W5,2,0,0,0,0
5 09,W5,3,0,0,0,0
5 09,W10,1,0,0,0,0
5 09,W10,2,1,0,0,0
5 09,W10,3,0,0,0,0
5 10,N5,1,0,0,0,0
5 10,N5,2,0,0,0,0
5 10,N5,3,0,0,0,0
5 10,N10,1,1,0,1,0
5 10,N10,2,0,0,0,0
5 10,N10,3,0,0,0,0
5 10,E5,1,0,0,0,0
5 10,E5,2,0,0,0,0
5 10,E5,3,0,0,0,0
5 10,E10,1,0,0,0,0
5 10,E10,2,0,0,0,0
5 10,E10,3,0,0,0,0
5 10,S5,1,0,0,0,0
5 10,S5,2,0,0,0,0
5 10,S5,3,0,0,0,0
5 10,S10,1,1,0,0,0
5 10,S10,2,0,0,0,0
5 10,S10,3,0,0,0,0
5 10,W5,1,0,0,0,0
5 10,W5,2,0,0,0,0
5 10,W5,3,0,0,0,0
5 10,W10,1,0,0,0,0
5 10,W10,2,0,0,0,0
5 10,W10,3,0,0,0,0
5 12,N5,1,0,0,0,0
5 12,N5,2,0,0,0,0
5 12,N5,3,0,0,0,0
5 12,N10,1,0,0,0,0
5 12,N10,2,0,0,0,0
5 12,N10,3,0,0,0,0
5 12,E5,1,0,0,0,0
5 12,E5,2,0,0,0,0
5 12,E5,3,0,0,0,0
5 12,E10,1,1,0,0,0
5 12,E10,2,0,0,0,0
5 12,E10,3,0,0,0,0
5 12,S5,1,0,0,0,0
5 12,S5,2,0,0,0,0
5 12,S5,3,0,0,0,0
5 12,S10,1,0,0,0,0
5 12,S10,2,0,0,0,0
5 12,S10,3,0,0,0,0
5 12,W5,1,0,0,0,0
5 12,W5,2,0,0,0,0
5 12,W5,3,0,0,0,0
5 12,W10,1,0,0,0,0
5 12,W10,2,0,0,0,0
5 12,W10,3,0,0,0,0
5 15,N5,1,0,0,0,0
5 15,N5,2,0,0,0,0
5 15,N5,3,0,0,0,0
5 15,N10,1,0,0,0,0
5 15,N10,2,0,0,0,0
5 15,N10,3,0,0,0,0
5 15,E5,1,0,0,0,0
5 15,E5,2,0,0,0,0
5 15,E5,3,0,0,0,0
5 15,E10,1,1,0,0,0
5 15,E10,2,0,0,0,0
5 15,E10,3,0,0,0,0
5 15,S5,1,0,0,0,0
5 15,S5,2,0,0,0,0
5 15,S5,3,0,0,0,0
5 15,S10,1,0,0,1,0
5 15,S10,2,0,0,0,0
5 15,S10,3,0,0,0,0
5 15,W5,1,0,0,0,0
5 15,W5,2,0,0,0,0
5 15,W5,3,0,0,0,0
5 15,W10,1,0,0,0,0
5 15,W10,2,0,0,0,0
5 15,W10,3,0,0,0,0
5 20,N5,1,1,0,0,0
5 20,N5,2,0,0,0,0
5 20,N5,3,0,0,0,0
5 20,N10,1,0,0,0,0
5 20,N10,2,0,0,0,0
5 20,N10,3,0,0,0,0
5 20,E5,1,0,0,0,0
5 20,E5,2,0,0,0,0
5 20,E5,3,0,0,0,0
5 20,E10,1,0,0,0,0
5 20,E10,2,0,0,0,0
5 20,E10,3,0,0,0,0
5 20,S5,1,0,0,0,0
5 20,S5,2,0,0,0,0
5 20,S5,3,0,0,0,0
5 20,S10,1,1,0,0,0
5 20,S10,2,0,0,0,0
5 20,S10,3,0,0,0,0
5 20,W5,1,0,0,0,0
5 20,W5,2,0,0,0,0
5 20,W5,3,0,0,0,0
5 20,W10,1,0,0,0,0
5 20,W10,2,0,0,0,0
5 20,W10,3,0,0,0,0
5 24,N5,1,0,0,0,0
5 24,N5,2,0,0,0,0
5 24,N5,3,0,0,0,0
5 24,N10,1,0,0,0,0
5 24,N10,2,0,0,0,0
5 24,N10,3,0,0,0,0
5 24,E5,1,0,0,0,0
5 24,E5,2,0,0,0,0
5 24,E5,3,0,0,0,0
5 24,E10,1,1,0,0,0
5 24,E10,2,0,0,0,0
5 24,E10,3,0,0,0,0
5 24,S5,1,0,0,0,0
5 24,S5,2,0,0,0,0
5 24,S5,3,0,0,0,0
5 24,S10,1,1,0,0,0
5 24,S10,2,0,0,0,0
5 24,S10,3,0,0,0,0
5 24,W5,1,0,0,0,0
5 24,W5,2,0,0,0,0
5 24,W5,3,0,0,0,0
5 24,W10,1,0,0,0,0
5 24,W10,2,0,0,0,0
5 24,W10,3,0,0,0,0
5 26,N5,1,0,0,1,0
5 26,N5,2,0,0,0,0
5 26,N5,3,0,0,0,0
5 26,N10,1,0,1,0,0
5 26,N10,2,0,0,0,0
5 26,N10,3,0,0,0,0
5 26,E5,1,0,0,0,0
5 26,E5,2,0,0,0,0
5 26,E5,3,0,0,0,0
5 26,E10,1,0,0,0,0
5 26,E10,2,0,0,0,0
5 26,E10,3,0,0,0,0
5 26,S5,1,0,0,1,0
5 26,S5,2,0,0,0,0
5 26,S5,3,0,0,0,0
5 26,S10,1,0,0,0,0
5 26,S10,2,0,0,0,0
5 26,S10,3,0,0,0,0
5 26,W5,1,1,0,0,0
5 26,W5,2,0,0,0,0
5 26,W5,3,0,0,0,0
5 26,W10,1,0,0,0,0
5 26,W10,2,0,0,0,0
5 26,W10,3,0,0,0,0
5 27,N5,1,1,0,0,0
5 27,N5,2,0,0,0,0
5 27,N5,3,0,0,0,0
5 27,N10,1,0,0,0,0
5 27,N10,2,0,0,0,0
5 27,N10,3,0,0,0,0
5 27,E5,1,0,0,0,0
5 27,E5,2,0,0,0,0
5 27,E5,3,0,0,0,0
5 27,E10,1,0,1,0,0
5 27,E10,2,0,0,0,0
5 27,E10,3,0,0,0,0
5 27,S5,1,0,1,0,0
5 27,S5,2,0,0,0,0
5 27,S5,3,0,0,0,0
5 27,S10,1,1,0,0,0
5 27,S10,2,0,0,0,0
5 27,S10,3,0,0,0,0
5 27,W5,1,0,0,0,0
5 27,W5,2,0,0,0,0
5 27,W5,3,0,0,0,0
5 27,W10,1,0,0,0,0
5 27,W10,2,0,0,0,0
5 27,W10,3,0,0,0,0
5 30,N5,1,0,0,0,0
5 30,N5,2,0,0,0,0
5 30,N5,3,0,0,0,0
5 30,N10,1,0,0,1,0
5 30,N10,2,0,0,0,0
5 30,N10,3,0,0,0,0
5 30,E5,1,0,0,0,0
5 30,E5,2,0,0,0,0
5 30,E5,3,0,0,0,0
5 30,E10,1,1,0,0,0
5 30,E10,2,0,0,0,0
5 30,E10,3,0,0,0,0
5 30,S5,1,0,0,1,0
5 30,S5,2,0,0,0,0
5 30,S5,3,0,0,0,0
5 30,S10,1,0,0,1,0
5 30,S10,2,0,0,0,0
5 30,S10,3,0,0,0,0
5 30,W5,1,1,0,0,0
5 30,W5,2,0,0,0,0
5 30,W5,3,0,0,0,0
5 30,W10,1,0,0,0,0
5 30,W10,2,0,1,1,0
5 30,W10,3,0,0,0,0
5 32,N5,1,0,0,0,0
5 32,N5,2,0,0,0,0
5 32,N5,3,0,0,0,0
5 32,N10,1,1,1,0,0
5 32,N10,2,0,0,0,0
5 32,N10,3,0,0,0,0
5 32,E5,1,0,0,0,0
5 32,E5,2,0,0,0,0
5 32,E5,3,0,0,0,0
5 32,E10,1,0,0,0,0
5 32,E10,2,0,0,0,0
5 32,E10,3,0,0,0,0
5 32,S5,1,0,1,0,0
5 32,S5,2,0,0,0,0
5 32,S5,3,0,0,0,0
5 32,S10,1,1,1,0,0
5 32,S10,2,0,0,0,0
5 32,S10,3,0,0,0,0
5 32,W5,1,0,1,0,0
5 32,W5,2,0,0,0,0
5 32,W5,3,1,0,0,0
5 32,W10,1,0,1,0,0
5 32,W10,2,0,0,0,0
5 32,W10,3,0,0,0,0
5 38,N5,1,1,0,0,0
5 38,N5,2,0,0,0,0
5 38,N5,3,0,0,0,0
5 38,N10,1,1,0,1,0
5 38,N10,2,0,0,0,0
5 38,N10,3,0,0,0,0
5 38,E5,1,1,0,0,0
5 38,E5,2,0,0,0,0
5 38,E5,3,0,0,0,0
5 38,E10,1,1,0,1,0
5 38,E10,2,0,0,0,0
5 38,E10,3,0,0,0,0
5 38,S5,1,0,0,0,0
5 38,S5,2,0,0,0,0
5 38,S5,3,0,0,0,0
5 38,S10,1,0,1,0,0
5 38,S10,2,0,0,0,0
5 38,S10,3,0,0,0,0
5 38,W5,1,0,1,0,0
5 38,W5,2,0,0,0,0
5 38,W5,3,0,0,0,0
5 38,W10,1,1,1,0,0
5 38,W10,2,1,0,0,0
5 38,W10,3,0,0,0,0
5 54,N5,1,1,0,0,0
5 54,N5,2,0,0,0,0
5 54,N5,3,0,0,0,0
5 54,N10,1,1,0,0,0
5 54,N10,2,0,0,0,0
5 54,N10,3,0,0,1,0
5 54,E5,1,0,0,0,1
5 54,E5,2,0,0,0,0
5 54,E5,3,0,0,0,0
5 54,E10,1,1,0,0,0
5 54,E10,2,0,0,0,0
5 54,E10,3,0,0,0,0
5 54,S5,1,1,0,0,1
5 54,S5,2,0,0,0,0
5 54,S5,3,0,0,0,0
5 54,S10,1,1,0,0,0
5 54,S10,2,0,0,0,0
5 54,S10,3,0,0,0,0
5 54,W5,1,1,0,0,0
5 54,W5,2,0,0,1,0
5 54,W5,3,0,0,0,0
5 54,W10,1,1,0,0,0
5 54,W10,2,0,0,1,0
5 54,W10,3,0,0,0,0
5 55,N5,1,1,0,0,0
5 55,N5,2,0,0,0,0
5 55,N5,3,0,0,0,0
5 55,N10,1,1,0,0,0
5 55,N10,2,0,0,0,0
5 55,N10,3,0,0,0,0
5 55,E5,1,1,1,0,0
5 55,E5,2,0,0,0,0
5 55,E5,3,0,0,0,0
5 55,E10,1,1,0,1,0
5 55,E10,2,0,0,0,0
5 55,E10,3,0,0,0,0
5 55,S5,1,1,0,0,0
5 55,S5,2,0,0,0,0
5 55,S5,3,0,0,0,0
5 55,S10,1,1,1,0,0
5 55,S10,2,0,0,0,0
5 55,S10,3,0,0,0,0
5 55,W5,1,1,0,0,0
5 55,W5,2,0,0,0,0
5 55,W5,3,0,0,0,0
5 55,W10,1,1,0,0,0
5 55,W10,2,0,0,0,0
5 55,W10,3,0,0,0,0
5 56,N5,1,1,0,0,0
5 56,N5,2,0,0,0,0
5 56,N5,3,0,0,1,0
5 56,N10,1,1,0,0,0
5 56,N10,2,0,0,0,0
5 56,N10,3,0,0,0,0
5 56,E5,1,0,0,0,0
5 56,E5,2,0,0,0,0
5 56,E5,3,0,0,0,0
5 56,E10,1,0,0,0,0
5 56,E10,2,0,0,0,0
5 56,E10,3,0,0,0,0
5 56,S5,1,1,0,1,0
5 56,S5,2,0,0,0,0
5 56,S5,3,0,0,0,0
5 56,S10,1,0,0,1,0
5 56,S10,2,0,0,0,0
5 56,S10,3,0,0,0,0
5 56,W5,1,0,0,1,0
5 56,W5,2,0,0,0,0
5 56,W5,3,0,0,0,0
5 56,W10,1,1,0,1,0
5 56,W10,2,1,0,0,0
5 56,W10,3,0,0,0,0
5 58,N5,1,1,1,1,0
5 58,N5,2,0,0,0,0
5 58,N5,3,0,0,0,0
5 58,N10,1,0,0,1,0
5 58,N10,2,0,0,1,0
5 58,N10,3,0,0,0,0
5 58,E5,1,0,1,0,0
5 58,E5,2,0,0,0,0
5 58,E5,3,0,0,0,0
5 58,E10,1,1,1,1,0
5 58,E10,2,0,0,0,0
5 58,E10,3,0,0,1,0
5 58,S5,1,0,0,0,0
5 58,S5,2,0,0,0,0
5 58,S5,3,0,0,1,0
5 58,S10,1,1,1,0,0
5 58,S10,2,0,0,1,0
5 58,S10,3,0,0,0,0
5 58,W5,1,1,1,0,0
5 58,W5,2,0,0,0,0
5 58,W5,3,0,0,0,0
5 58,W10,1,1,1,0,0
5 58,W10,2,0,0,0,0
5 58,W10,3,0,0,0,0
5 59,N5,1,1,0,0,0
5 59,N5,2,0,0,0,0
5 59,N5,3,0,0,0,0
5 59,N10,1,1,0,0,0
5 59,N10,2,0,0,0,0
5 59,N10,3,0,0,0,0
5 59,E5,1,1,0,0,0
5 59,E5,2,0,0,0,0
5 59,E5,3,0,0,0,0
5 59,E10,1,1,0,0,0
5 59,E10,2,0,0,0,0
5 59,E10,3,0,0,0,0
5 59,S5,1,1,0,0,0
5 59,S5,2,0,0,0,0
5 59,S5,3,0,0,0,0
