plot,loc,size,RO,BO,WO,CO
5 59,S10,1,1,0,0,0
5 59,S10,2,0,0,0,0
5 59,S10,3,0,0,0,0
5 59,W5,1,0,0,0,0
5 59,W5,2,0,0,0,0
5 59,W5,3,0,0,0,0
5 59,W10,1,1,0,0,0
5 59,W10,2,0,0,0,0
5 59,W10,3,0,0,0,0
5 64,N5,1,0,0,0,0
5 64,N5,2,1,0,0,0
5 64,N5,3,0,0,0,0
5 64,N10,1,1,0,0,0
5 64,N10,2,0,0,0,0
5 64,N10,3,0,0,0,0
5 64,E5,1,1,0,0,0
5 64,E5,2,0,0,0,0
5 64,E5,3,0,0,0,0
5 64,E10,1,1,0,1,0
5 64,E10,2,0,0,0,0
5 64,E10,3,0,0,0,0
5 64,S5,1,1,0,1,0
5 64,S5,2,0,0,0,0
5 64,S5,3,0,0,0,0
5 64,S10,1,0,0,1,0
5 64,S10,2,0,0,0,0
5 64,S10,3,0,0,0,0
5 64,W5,1,1,0,1,0
5 64,W5,2,0,0,0,0
5 64,W5,3,0,0,0,0
5 64,W10,1,0,0,1,0
5 64,W10,2,0,0,0,0
5 64,W10,3,0,0,0,0
5 65,N5,1,1,1,0,0
5 65,N5,2,0,0,0,0
5 65,N5,3,0,0,0,0
5 65,N10,1,1,0,1,0
5 65,N10,2,0,0,0,0
5 65,N10,3,0,0,0,0
5 65,E5,1,1,0,0,0
5 65,E5,2,0,0,0,0
5 65,E5,3,0,0,0,0
5 65,E10,1,1,1,0,0
5 65,E10,2,0,0,0,0
5 65,E10,3,0,0,0,0
5 65,S5,1,1,0,0,0
5 65,S5,2,0,0,0,0
5 65,S5,3,0,0,0,0
5 65,S10,1,1,0,0,0
5 65,S10,2,0,0,0,0
5 65,S10,3,0,0,0,0
5 65,W5,1,1,0,0,0
5 65,W5,2,0,0,0,0
5 65,W5,3,0,0,0,0
5 65,W10,1,1,0,0,0
5 65,W10,2,0,0,0,0
5 65,W10,3,0,0,0,0
5 75,N5,1,0,0,0,0
5 75,N5,2,0,0,0,0
5 75,N5,3,0,0,0,0
5 75,N10,1,0,0,0,0
5 75,N10,2,0,0,0,0
5 75,N10,3,1,0,0,0
5 75,E5,1,0,0,0,0
5 75,E5,2,0,0,0,0
5 75,E5,3,0,0,0,0
5 75,E10,1,0,0,0,0
5 75,E10,2,0,0,0,0
5 75,E10,3,0,0,0,0
5 75,S5,1,0,0,0,0
5 75,S5,2,0,0,0,0
5 75,S5,3,0,0,0,0
5 75,S10,1,0,0,0,0
5 75,S10,2,0,0,0,0
5 75,S10,3,0,0,0,0
5 75,W5,1,1,0,0,0
5 75,W5,2,0,0,0,0
5 75,W5,3,0,0,0,0
5 75,W10,1,0,0,0,0
5 75,W10,2,0,0,0,0
5 75,W10,3,0,0,0,0
5 77,N5,1,0,0,0,0
5 77,N5,2,0,0,0,0
5 77,N5,3,0,0,0,0
5 77,N10,1,0,0,0,0
5 77,N10,2,0,0,0,0
5 77,N10,3,0,0,0,0
5 77,E5,1,0,0,0,0
5 77,E5,2,0,0,0,0
5 77,E5,3,0,0,0,0
5 77,E10,1,1,0,0,0
5 77,E10,2,0,0,0,0
5 77,E10,3,0,0,0,0
5 77,S5,1,0,0,0,0
5 77,S5,2,0,0,0,0
5 77,S5,3,0,0,0,0
5 77,S10,1,1,0,0,0
5 77,S10,2,0,0,0,0
5 77,S10,3,0,0,0,0
5 77,W5,1,1,0,0,0
5 77,W5,2,0,0,0,0
5 77,W5,3,0,0,0,0
5 77,W10,1,0,0,0,0
5 77,W10,2,0,0,0,0
5 77,W10,3,0,0,0,0
5 81,N5,1,1,0,0,0
5 81,N5,2,0,0,0,0
5 81,N5,3,0,0,0,0
5 81,N10,1,1,1,0,0
5 81,N10,2,0,0,0,0
5 81,N10,3,0,0,0,0
5 81,E5,1,1,0,0,0
5 81,E5,2,0,0,0,0
5 81,E5,3,0,0,0,0
5 81,E10,1,1,0,0,0
5 81,E10,2,0,0,0,0
5 81,E10,3,0,0,0,0
5 81,S5,1,1,0,0,0
5 81,S5,2,0,0,0,0
5 81,S5,3,0,0,0,0
5 81,S10,1,1,0,0,0
5 81,S10,2,0,0,0,0
5 81,S10,3,0,0,0,0
5 81,W5,1,1,0,0,0
5 81,W5,2,0,0,0,0
5 81,W5,3,0,0,0,0
5 81,W10,1,1,0,0,0
5 81,W10,2,0,0,0,0
5 81,W10,3,0,0,0,0
5 85,N5,1,1,1,1,0
5 85,N5,2,0,0,0,0
5 85,N5,3,0,0,0,0
5 85,N10,1,1,0,0,0
5 85,N10,2,0,0,0,0
5 85,N10,3,0,0,0,0
5 85,E5,1,1,0,0,0
5 85,E5,2,0,0,0,0
5 85,E5,3,0,0,0,0
5 85,E10,1,1,0,0,0
5 85,E10,2,0,0,0,0
5 85,E10,3,0,0,0,0
5 85,S5,1,1,1,0,0
5 85,S5,2,0,0,0,0
5 85,S5,3,0,0,0,0
5 85,S10,1,1,0,0,0
5 85,S10,2,0,0,0,0
5 85,S10,3,0,0,0,0
5 85,W5,1,1,0,0,0
5 85,W5,2,0,0,0,0
5 85,W5,3,0,0,0,0
5 85,W10,1,1,0,0,0
5 85,W10,2,0,0,0,0
5 85,W10,3,0,0,0,0
5 86,N5,1,0,0,0,0
5 86,N5,2,1,0,0,0
5 86,N5,3,0,0,1,0
5 86,N10,1,1,0,1,0
5 86,N10,2,0,0,0,0
5 86,N10,3,0,0,0,0
5 86,E5,1,1,0,0,0
5 86,E5,2,0,0,0,0
5 86,E5,3,0,0,0,0
5 86,E10,1,0,0,0,0
5 86,E10,2,1,0,0,0
5 86,E10,3,0,0,0,0
5 86,S5,1,1,0,0,0
5 86,S5,2,1,0,1,0
5 86,S5,3,0,0,0,0
5 86,S10,1,1,0,0,0
5 86,S10,2,0,0,0,0
5 86,S10,3,0,0,0,0
5 86,W5,1,1,0,0,0
5 86,W5,2,0,0,0,0
5 86,W5,3,1,0,0,0
5 86,W10,1,1,0,0,0
5 86,W10,2,0,0,0,0
5 86,W10,3,0,0,0,0
5 87,N5,1,1,0,0,0
5 87,N5,2,0,0,0,0
5 87,N5,3,0,0,0,0
5 87,N10,1,0,0,0,0
5 87,N10,2,0,0,0,0
5 87,N10,3,0,0,0,0
5 87,E5,1,0,1,0,0
5 87,E5,2,0,0,0,0
5 87,E5,3,0,0,0,0
5 87,E10,1,0,0,0,0
5 87,E10,2,0,0,0,0
5 87,E10,3,0,0,0,0
5 87,S5,1,0,0,0,0
5 87,S5,2,0,0,0,0
5 87,S5,3,0,0,0,0
5 87,S10,1,0,0,0,0
5 87,S10,2,0,0,0,0
5 87,S10,3,0,0,0,0
5 87,W5,1,0,0,0,0
5 87,W5,2,0,0,0,0
5 87,W5,3,0,0,0,0
5 87,W10,1,0,0,0,0
5 87,W10,2,0,0,0,0
5 88,W10,3,0,0,1,0
5 88,N5,2,0,0,0,0
5 88,N5,3,0,0,0,0
5 88,N10,1,0,0,0,0
5 88,N10,2,0,0,0,0
5 88,N10,3,0,0,0,0
5 88,E5,1,0,0,0,0
5 88,E5,2,0,0,0,0
5 88,E5,3,0,0,0,0
5 88,E10,1,0,0,0,0
5 88,E10,2,0,0,0,0
5 88,E10,3,0,0,0,0
5 88,S5,1,1,0,1,0
5 88,S5,2,0,0,0,0
5 88,S5,3,0,0,0,0
5 88,S10,1,1,0,0,0
5 88,S10,2,0,0,0,0
5 88,S10,3,0,0,0,0
5 88,W5,1,0,0,1,0
5 88,W5,2,0,0,0,0
5 88,W5,3,0,0,0,0
5 88,W10,1,0,0,0,0
5 88,W10,2,0,0,0,0
5 88,W10,3,0,0,0,0
5 90,N5,1,1,0,0,0
5 90,N5,2,0,0,0,0
5 90,N5,3,0,0,0,0
5 90,N10,1,0,0,0,0
5 90,N10,2,0,0,0,0
5 90,N10,3,0,0,0,0
5 90,E5,1,1,0,0,0
5 90,E5,2,0,0,0,0
5 90,E5,3,0,0,0,0
5 90,E10,1,1,0,0,0
5 90,E10,2,1,0,0,0
5 90,E10,3,1,0,0,0
5 90,S5,1,1,1,0,0
5 90,S5,2,0,0,0,0
5 90,S5,3,0,0,0,0
5 90,S10,1,1,0,1,0
5 90,S10,2,1,0,0,0
5 90,S10,3,0,0,0,0
5 90,W5,1,1,0,0,0
5 90,W5,2,0,0,0,0
5 90,W5,3,0,0,0,0
5 90,W10,1,1,0,0,0
5 90,W10,2,0,0,0,0
5 90,W10,3,0,0,0,0
5 91,N5,1,1,0,1,0
5 91,N5,2,0,0,1,0
5 91,N5,3,0,0,0,0
5 91,N10,1,1,0,0,0
5 91,N10,2,0,0,0,0
5 91,N10,3,0,0,0,0
5 91,E5,1,0,0,0,0
5 91,E5,2,0,0,0,0
5 91,E5,3,0,0,0,0
5 91,E10,1,0,0,0,0
5 91,E10,2,0,0,0,0
5 91,E10,3,0,0,0,0
5 91,S5,1,0,0,0,0
5 91,S5,2,0,0,0,0
5 91,S5,3,0,0,0,0
5 91,S10,1,1,0,0,0
5 91,S10,2,0,0,0,0
5 91,S10,3,0,0,0,0
5 91,W5,1,1,0,1,0
5 91,W5,2,0,0,0,0
5 91,W5,3,0,0,0,0
5 91,W10,1,1,0,0,0
5 91,W10,2,0,0,1,0
5 91,W10,3,0,0,0,0
5 92,N5,1,1,0,0,0
5 92,N5,2,0,0,0,0
5 92,N5,3,0,0,0,0
5 92,N10,1,1,0,0,0
5 92,N10,2,0,0,0,0
5 92,N10,3,0,0,0,0
5 92,E5,1,1,0,0,0
5 92,E5,2,0,0,0,0
5 92,E5,3,0,0,0,0
5 92,E10,1,1,0,0,0
5 92,E10,2,0,0,0,0
5 92,E10,3,0,0,0,0
5 92,S5,1,1,0,0,0
5 92,S5,2,0,0,0,0
5 92,S5,3,0,0,0,0
5 92,S10,1,1,0,0,0
5 92,S10,2,0,0,0,0
5 92,S10,3,0,0,0,0
5 92,W5,1,1,0,0,0
5 92,W5,2,0,0,0,0
5 92,W5,3,0,0,0,0
5 92,W10,1,1,0,0,0
5 92,W10,2,0,0,0,0
5 92,W10,3,0,0,0,0
5 97,N5,1,0,0,0,0
5 97,N5,2,0,0,0,0
5 97,N5,3,0,0,0,0
5 97,N10,1,0,0,0,0
5 97,N10,2,0,0,0,0
5 97,N10,3,0,0,0,0
5 97,E5,1,0,0,1,0
5 97,E5,2,0,0,0,0
5 97,E5,3,0,0,0,0
5 97,E10,1,0,0,0,0
5 97,E10,2,0,0,0,0
5 97,E10,3,0,0,0,0
5 97,S5,1,0,0,1,0
5 97,S5,2,0,0,0,0
5 97,S5,3,0,0,0,0
5 97,S10,1,0,0,0,0
5 97,S10,2,0,0,0,0
5 97,S10,3,0,0,0,0
5 97,W5,1,0,1,0,0
5 97,W5,2,0,0,0,0
5 97,W5,3,0,0,0,0
5 97,W10,1,0,0,1,0
5 97,W10,2,0,0,0,0
5 97,W10,3,0,0,0,0
5 98,N5,1,1,0,0,0
5 98,N5,2,0,0,0,0
5 98,N5,3,0,0,0,0
5 98,N10,1,1,1,0,0
5 98,N10,2,0,0,0,0
5 98,N10,3,0,0,0,0
5 98,E5,1,1,1,0,0
5 98,E5,2,0,0,0,0
5 98,E5,3,0,0,0,0
5 98,E10,1,1,0,0,0
5 98,E10,2,0,0,0,0
5 98,E10,3,0,0,0,0
5 98,S5,1,1,0,0,0
5 98,S5,2,1,0,0,0
5 98,S5,3,1,0,0,0
5 98,S10,1,1,0,0,0
5 98,S10,2,0,0,0,0
5 98,S10,3,0,0,1,0
5 98,W5,1,1,0,0,0
5 98,W5,2,0,0,0,0
5 98,W5,3,0,0,0,0
5 98,W10,1,1,0,0,0
5 98,W10,2,0,0,0,0
5 98,W10,3,0,0,0,0
6 01,N5,1,1,0,0,0
6 01,N5,2,0,0,0,0
6 01,N5,3,0,0,0,0
6 01,N10,1,1,0,0,0
6 01,N10,2,0,0,0,0
6 01,N10,3,0,0,0,0
6 01,E5,1,1,1,0,0
6 01,E5,2,0,0,0,0
6 01,E5,3,0,0,0,0
6 01,E10,1,0,0,0,0
6 01,E10,2,0,0,0,0
6 01,E10,3,0,0,0,0
6 01,S5,1,1,0,1,0
6 01,S5,2,0,0,0,0
6 01,S5,3,0,0,0,0
6 01,S10,1,1,0,0,0
6 01,S10,2,0,0,0,0
6 01,S10,3,0,0,0,0
6 01,W5,1,1,0,0,0
6 01,W5,2,0,0,0,0
6 01,W5,3,0,0,0,0
6 01,W10,1,1,0,0,0
6 01,W10,2,0,0,0,0
6 01,W10,3,0,0,0,0
6 03,N5,1,1,0,0,0
6 03,N5,2,0,0,0,0
6 03,N5,3,0,0,0,0
6 03,N10,1,1,0,0,0
6 03,N10,2,0,0,0,0
6 03,N10,3,0,0,0,0
6 03,E5,1,0,0,0,0
6 03,E5,2,0,0,0,0
6 03,E5,3,0,0,0,0
6 03,E10,1,1,0,0,0
6 03,E10,2,0,0,0,0
6 03,E10,3,0,0,0,0
6 03,S5,1,0,0,0,0
6 03,S5,2,0,0,0,0
6 03,S5,3,0,0,0,0
6 03,S10,1,0,0,0,0
6 03,S10,2,0,0,0,0
6 03,S10,3,0,0,0,0
6 03,W5,1,1,0,0,0
6 03,W5,2,0,0,0,0
6 03,W5,3,0,0,0,0
6 03,W10,1,1,0,0,0
6 03,W10,2,0,0,0,0
6 03,W10,3,0,0,0,0
6 04,N5,1,1,0,0,0
6 04,N5,2,0,0,0,0
6 04,N5,3,0,0,0,0
6 04,N10,1,1,0,0,0
6 04,N10,2,1,0,0,0
6 04,N10,3,0,0,0,0
6 04,E5,1,1,0,0,0
6 04,E5,2,0,0,0,0
6 04,E5,3,0,0,0,0
6 04,E10,1,1,0,0,0
6 04,E10,2,0,0,0,0
6 04,E10,3,0,0,0,0
6 04,S5,1,1,1,0,0
6 04,S5,2,0,0,0,0
6 04,S5,3,0,0,0,0
6 04,S10,1,1,0,0,0
6 04,S10,2,0,0,0,0
6 04,S10,3,0,0,0,0
6 04,W5,1,0,0,0,0
6 04,W5,2,0,0,0,0
6 04,W5,3,0,0,0,0
6 04,W10,1,1,0,0,0
6 04,W10,2,0,0,0,0
6 04,W10,3,0,0,0,0
6 05,N5,1,1,0,0,0
6 05,N5,2,0,0,0,0
6 05,N5,3,0,0,0,0
6 05,N10,1,1,0,0,0
6 05,N10,2,0,0,0,0
6 05,N10,3,0,0,0,0
6 05,E5,1,1,0,0,0
6 05,E5,2,0,0,0,0
6 05,E5,3,0,0,0,0
6 05,E10,1,0,0,0,0
6 05,E10,2,0,0,0,0
6 05,E10,3,0,0,0,0
6 05,S5,1,1,1,0,0
6 05,S5,2,0,0,0,0
6 05,S5,3,0,0,0,0
6 05,S10,1,1,0,0,0
6 05,S10,2,0,0,0,0
6 05,S10,3,0,0,0,0
6 05,W5,1,0,0,0,0
6 05,W5,2,0,0,0,0
6 05,W5,3,0,0,0,0
6 05,W10,1,1,0,0,0
6 05,W10,2,0,0,0,0
6 05,W10,3,0,0,0,0
6 08,N5,1,1,0,0,0
6 08,N5,2,0,0,0,0
6 08,N5,3,0,0,0,0
6 08,N10,1,0,0,0,0
6 08,N10,2,0,0,0,0
6 08,N10,3,0,0,0,0
6 08,E5,1,1,0,0,0
6 08,E5,2,0,0,0,0
6 08,E5,3,0,0,0,0
6 08,E10,1,1,0,0,0
6 08,E10,2,0,0,0,0
6 08,E10,3,0,0,0,0
6 08,S5,1,1,0,1,0
6 08,S5,2,0,0,0,0
6 08,S5,3,0,0,0,0
6 08,S10,1,1,0,1,0
6 08,S10,2,0,0,1,0
6 08,S10,3,0,0,0,0
6 08,W5,1,1,0,0,0
6 08,W5,2,0,0,0,0
6 08,W5,3,0,0,0,0
6 08,W10,1,1,0,0,0
6 08,W10,2,1,0,0,0
6 08,W10,3,0,0,0,0
6 11,N5,1,1,0,1,0
6 11,N5,2,0,0,0,0
6 11,N5,3,0,0,0,0
6 11,N10,1,1,0,0,0
6 11,N10,2,1,0,0,0
6 11,N10,3,0,0,1,0
6 11,E5,1,1,0,0,0
6 11,E5,2,0,0,0,0
6 11,E5,3,0,0,0,0
6 11,E10,1,1,0,0,0
6 11,E10,2,0,0,0,0
6 11,E10,3,0,0,0,0
6 11,S5,1,0,0,0,0
6 11,S5,2,0,0,0,0
6 11,S5,3,0,0,0,0
6 11,S10,1,1,0,0,0
6 11,S10,2,0,0,0,0
6 11,S10,3,0,0,0,0
6 11,W5,1,1,0,0,0
6 11,W5,2,0,0,0,0
6 11,W5,3,0,0,0,0
6 11,W10,1,1,0,0,0
6 11,W10,2,0,0,0,0
6 11,W10,3,0,0,0,0
6 12,N5,1,1,0,0,0
6 12,N5,2,0,0,0,0
6 12,N5,3,0,0,0,0
6 12,N10,1,1,0,0,0
6 12,N10,2,1,0,0,0
6 12,N10,3,0,0,0,0
6 12,E5,1,0,0,0,0
6 12,E5,2,0,0,0,0
6 12,E5,3,0,0,0,0
6 12,E10,1,0,0,0,0
6 12,E10,2,0,0,0,0
6 12,E10,3,0,0,0,0
6 12,S5,1,0,1,0,0
6 12,S5,2,0,0,0,0
6 12,S5,3,0,0,0,0
6 12,S10,1,0,1,0,0
6 12,S10,2,0,0,0,0
6 12,S10,3,0,0,0,0
6 12,W5,1,1,1,0,0
6 12,W5,2,0,0,0,0
6 12,W5,3,0,0,0,0
6 12,W10,1,0,0,0,0
6 12,W10,2,1,0,0,0
6 12,W10,3,0,0,0,0
6 13,N5,1,0,0,0,0
6 13,N5,2,0,0,0,0
6 13,N5,3,0,0,0,0
6 13,N10,1,0,0,0,0
6 13,N10,2,0,0,0,0
6 13,N10,3,0,0,0,0
6 13,E5,1,0,0,0,0
6 13,E5,2,0,0,0,0
6 13,E5,3,0,0,0,0
6 13,E10,1,0,0,0,0
6 13,E10,2,0,0,0,0
6 13,E10,3,0,0,0,0
6 13,S5,1,0,0,0,0
6 13,S5,2,0,1,0,0
6 13,S5,3,0,0,0,0
6 13,S10,1,0,0,0,0
6 13,S10,2,1,1,0,0
6 13,S10,3,0,1,0,0
6 13,W5,1,0,0,0,0
6 13,W5,2,0,0,0,0
6 13,W5,3,0,0,0,0
6 13,W10,1,0,0,0,0
6 13,W10,2,0,0,0,0
6 13,W10,3,0,0,0,0
6 19,N5,1,1,1,0,0
6 19,N5,2,0,0,0,0
6 19,N5,3,0,0,0,0
6 19,N10,1,1,0,0,0
6 19,N10,2,0,0,0,0
6 19,N10,3,0,0,0,0
6 19,E5,1,0,0,0,0
6 19,E5,2,1,0,0,0
6 19,E5,3,0,0,0,0
6 19,E10,1,0,0,0,0
6 19,E10,2,0,0,0,0
6 19,E10,3,0,0,0,0
6 19,S5,1,1,1,0,0
6 19,S5,2,0,0,0,0
6 19,S5,3,0,0,0,0
6 19,S10,1,1,1,1,0
6 19,S10,2,0,0,0,0
6 19,S10,3,0,0,0,0
6 19,W5,1,1,1,1,0
6 19,W5,2,0,0,0,0
6 19,W5,3,0,0,0,0
6 19,W10,1,1,1,1,0
6 19,W10,2,0,0,1,0
6 19,W10,3,0,0,0,0
6 23,N5,1,1,0,1,0
6 23,N5,2,0,0,0,0
6 23,N5,3,0,0,0,0
6 23,N10,1,1,0,0,0
6 23,N10,2,0,0,0,0
6 23,N10,3,0,0,0,0
6 23,E5,1,0,0,1,0
6 23,E5,2,1,0,0,0
6 23,E5,3,0,0,0,0
6 23,E10,1,0,0,1,0
6 23,E10,2,0,0,0,0
6 23,E10,3,0,0,0,0
6 23,S5,1,0,0,1,0
6 23,S5,2,0,0,0,0
6 23,S5,3,0,0,0,0
6 23,S10,1,0,0,1,0
6 23,S10,2,0,0,0,0
6 23,S10,3,0,0,0,0
6 23,W5,1,0,0,1,0
6 23,W5,2,0,0,0,0
6 23,W5,3,0,0,0,0
6 23,W10,1,0,0,0,0
6 23,W10,2,0,0,1,0
6 23,W10,3,0,0,0,0
6 24,N5,1,0,0,0,0
6 24,N5,2,0,0,0,0
6 24,N5,3,0,0,0,0
6 24,N10,1,0,0,1,0
6 24,N10,2,0,0,1,0
6 24,N10,3,0,0,0,0
6 24,E5,1,0,0,0,0
6 24,E5,2,0,0,0,0
6 24,E5,3,0,0,0,0
6 24,E10,1,0,0,0,0
6 24,E10,2,0,0,0,0
6 24,E10,3,0,0,0,0
6 24,S5,1,1,0,0,0
6 24,S5,2,0,0,0,0
6 24,S5,3,0,0,0,0
6 24,S10,1,0,0,0,0
6 24,S10,2,0,0,0,0
6 24,S10,3,0,0,0,0
6 24,W5,1,0,0,0,0
6 24,W5,2,0,0,0,0
6 24,W5,3,0,0,0,0
6 24,W10,1,0,0,0,0
6 24,W10,2,0,0,0,0
6 24,W10,3,0,0,0,0
6 28,N5,1,1,0,0,0
6 28,N5,2,0,0,0,0
6 28,N5,3,0,0,0,0
6 28,N10,1,1,0,0,0
6 28,N10,2,0,0,0,0
6 28,N10,3,0,0,0,0
6 28,E5,1,1,0,0,0
6 28,E5,2,0,0,0,0
6 28,E5,3,0,0,0,0
6 28,E10,1,1,1,0,0
6 28,E10,2,0,0,0,0
6 28,E10,3,0,0,0,0
6 28,S5,1,1,0,0,0
6 28,S5,2,0,0,0,0
6 28,S5,3,0,0,0,0
6 28,S10,1,1,1,0,0
6 28,S10,2,0,0,0,0
6 28,S10,3,0,0,0,0
6 28,W5,1,1,0,0,0
6 28,W5,2,0,0,0,0
6 28,W5,3,0,0,0,0
6 28,W10,1,1,0,0,0
6 28,W10,2,0,0,0,0
6 28,W10,3,0,0,0,0
6 29,N5,1,1,0,0,0
6 29,N5,2,0,1,1,0
6 29,N5,3,0,0,0,0
6 29,N10,1,1,1,0,0
6 29,N10,2,1,0,1,0
6 29,N10,3,0,0,0,0
6 29,E5,1,1,0,1,0
6 29,E5,2,0,0,0,0
6 29,E5,3,0,0,0,0
6 29,E10,1,0,0,1,0
6 29,E10,2,0,1,1,0
6 29,E10,3,0,0,0,0
6 29,S5,1,0,0,1,0
6 29,S5,2,0,0,1,0
6 29,S5,3,0,0,0,0
6 29,S10,1,1,0,0,0
6 29,S10,2,0,0,1,0
6 29,S10,3,0,0,0,0
6 29,W5,1,1,0,0,0
6 29,W5,2,0,0,0,0
6 29,W5,3,0,0,0,0
6 29,W10,1,1,0,1,0
6 29,W10,2,0,0,0,0
6 29,W10,3,0,0,0,0
6 33,N5,1,0,0,0,0
6 33,N5,2,0,0,0,0
6 33,N5,3,0,0,0,0
6 33,N10,1,1,0,1,0
6 33,N10,2,0,0,0,0
6 33,N10,3,0,0,0,0
6 33,E5,1,0,0,0,0
6 33,E5,2,0,0,0,0
6 33,E5,3,0,0,0,0
6 33,E10,1,0,0,0,0
6 33,E10,2,0,0,0,0
6 33,E10,3,0,0,0,0
6 33,S5,1,0,1,1,0
6 33,S5,2,0,0,0,0
6 33,S5,3,0,0,0,0
6 33,S10,1,0,0,0,0
6 33,S10,2,0,0,0,0
6 33,S10,3,0,0,0,0
6 33,W5,1,0,0,0,0
6 33,W5,2,0,0,0,0
6 33,W5,3,0,0,0,0
6 33,W10,1,0,1,0,0
6 33,W10,2,0,0,0,0
6 33,W10,3,0,0,0,0
6 35,N5,1,0,0,0,0
6 35,N5,2,0,0,0,0
6 35,N5,3,0,0,0,0
6 35,N10,1,0,0,0,0
6 35,N10,2,0,0,1,0
6 35,N10,3,0,0,0,0
6 35,E5,1,0,0,0,0
6 35,E5,2,0,0,0,0
6 35,E5,3,0,0,0,0
6 35,E10,1,0,0,1,0
6 35,E10,2,0,0,0,0
6 35,E10,3,0,0,0,0
6 35,S5,1,0,0,0,0
6 35,S5,2,0,0,0,0
6 35,S5,3,0,0,0,0
6 35,S10,1,0,0,0,0
6 35,S10,2,0,0,0,0
6 35,S10,3,0,0,0,0
6 35,W5,1,0,0,0,0
6 35,W5,2,0,0,0,0
